name,artist_1,artist_2,uri,year,popularity,explicit,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Black And White Town,Doves,,spotify:track:6gkgXsymOQxsxGVbG1iXbv,2010,52,False,255693,0.375,0.843,1,-4.982,1,0.0342,0.000382,0.00181,0.0951,0.228,172.167
Damage Done,Sea Girls,,spotify:track:3KvuMuJ1cNI6BggtSXKixL,2019,43,False,225413,0.483,0.879,10,-5.53,1,0.0538,0.144,0.0,0.0762,0.28,137.962
A-Punk,Vampire Weekend,,spotify:track:5dKBaysNJtfpyNTRa5lqDb,2008,43,False,137760,0.551,0.821,2,-4.489,1,0.0539,0.0102,0.0438,0.153,0.842,174.923
Human,The Killers,,spotify:track:1sTsuZTdANkiFd7T34H3nb,2008,72,False,245373,0.557,0.8,10,-8.477,1,0.0601,0.00132,0.0012,0.0906,0.582,135.47
I'm Not Gonna Teach Your Boyfriend How To Dance With You,Black Kids,,spotify:track:6fcZNs8sOkLwMK2NPzfVWC,2008,45,False,217733,0.48,0.929,0,-4.082,1,0.0476,0.000304,0.0,0.366,0.799,125.321
Crossfire,Brandon Flowers,,spotify:track:6S8r0pRxRUy3OF3UUtNjdN,2010,58,False,256133,0.571,0.686,6,-6.698,1,0.027,0.00403,0.00108,0.22,0.352,110.021
Me & Mr Jones,Amy Winehouse,,spotify:track:0RfzQhbvtn5lOaKdhpAni7,2006,62,True,153173,0.583,0.486,4,-13.165,1,0.0759,0.518,0.0,0.0665,0.513,87.837
Shuffle,Bombay Bicycle Club,,spotify:track:4yYvWFUWMaKMXtoJKJnmZk,2011,59,False,235293,0.627,0.959,7,-4.744,1,0.0298,0.316,0.00576,0.112,0.397,109.981
Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version,Buzzcocks,,spotify:track:5YUJMvTg4AWHKjqQidTsGK,1978,62,False,163693,0.266,0.831,4,-9.07,1,0.0453,0.000862,0.0,0.0555,0.778,175.514
Read My Mind,The Killers,,spotify:track:7cX4PJz1old9fyFI8RlfgW,2006,68,False,246840,0.543,0.917,1,-3.391,1,0.0444,0.00572,7.76e-05,0.104,0.329,132.246
Mr. Blue Sky,Electric Light Orchestra,,spotify:track:7LZMoCbNfTDuYiUyntwNKW,2002,31,False,227107,0.446,0.405,5,-10.8,1,0.0352,0.762,0.0,0.233,0.873,176.249
Heavenly Maybe,Gengahr,,spotify:track:0KGc8uyIXJdZjyMe8Jihdk,2020,53,False,206960,0.655,0.744,1,-6.668,1,0.0368,0.00864,0.00353,0.301,0.902,109.991
Your Girlfriend,Blossoms,,spotify:track:3tzU46wNOVaFiYRNtNYY66,2020,57,False,161293,0.67,0.87,2,-4.825,1,0.0356,0.0394,3.01e-06,0.101,0.902,120.011
Bear Claws,The Academic,,spotify:track:2qu0mEZGymmE2LyJuz7Jrn,2018,52,False,214118,0.552,0.877,11,-1.879,0,0.0377,0.0142,0.0,0.108,0.628,97.056
Mardy Bum,Arctic Monkeys,,spotify:track:2fyIS6GXMgUcSv4oejx63f,2006,70,False,175440,0.634,0.599,2,-5.447,1,0.0365,0.0288,0.0,0.197,0.312,112.215
Found What I've Been Looking For,Tom Grennan,,spotify:track:4Gw1SXoN1MlAmdM3J1NjmR,2018,59,False,191933,0.623,0.829,3,-4.613,0,0.0286,0.0354,0.0,0.0762,0.779,107.067
Have A Nice Day,Stereophonics,,spotify:track:6JWddKPdqvDc2WkPEi9grC,2001,62,False,205067,0.508,0.826,1,-4.088,0,0.0405,0.018,0.0,0.28,0.404,120.854
The Key to Life on Earth,Declan McKenna,,spotify:track:6dpLVFP6V0TZ17zmgRTf6q,2020,7,False,246587,0.519,0.94,3,-2.09,1,0.0648,0.000886,1.96e-06,0.1,0.597,128.025
Sunflower,Rex Orange County,,spotify:track:4EpZ4eYuZOwPSSwyqpdHnJ,2017,76,True,252231,0.384,0.765,6,-4.463,1,0.0579,0.646,0.00352,0.522,0.567,129.903
It's Not Living (If It's Not With You),The 1975,,spotify:track:3TgMcrV32NUKjEG2ujn9eh,2018,69,False,248336,0.618,0.837,1,-5.338,1,0.0304,0.000254,0.000378,0.0618,0.526,121.227
The Borders,Sam Fender,,spotify:track:4hui0bX1Bv89yg1BTsz4NU,2019,56,False,332413,0.481,0.925,8,-3.787,1,0.0717,0.00195,0.000315,0.302,0.577,160.959
In the Morning,The Coral,,spotify:track:3q7D4kfMcju2alVibiUAcz,2005,54,False,152520,0.644,0.777,6,-6.165,0,0.0284,0.0252,0.0,0.0554,0.966,126.257
IDGAF,Dua Lipa,,spotify:track:6acdKgBrJoYKbJD6WhG81R,2018,53,True,217947,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028
Soundcheck,Catfish and the Bottlemen,,spotify:track:60W7Co2AoP5VVG5Gwu6p5P,2016,57,False,261560,0.602,0.755,2,-5.791,1,0.0397,0.000995,0.0799,0.412,0.646,135.042
I Predict A Riot,Kaiser Chiefs,,spotify:track:75D3n6wnFQmu1HVmLAlWM4,2005,60,False,233187,0.395,0.979,8,-3.241,1,0.0766,0.0243,0.0,0.12,0.41,158.842
Ooh La,The Kooks,,spotify:track:2Uf9WTBWMA8S9Lh3k3Rui6,2006,59,False,208973,0.545,0.873,10,-5.193,0,0.0825,0.0263,9.1e-05,0.145,0.748,150.841
Foundations,Kate Nash,,spotify:track:5JkTN6THtYH6bpOoHjOysc,2007,60,True,245173,0.502,0.904,0,-4.01,1,0.0774,0.0886,0.0,0.0839,0.868,84.461
Girls,The 1975,,spotify:track:5WSdMcWTKRdN1QYVJHJWxz,2013,59,True,254620,0.657,0.913,11,-4.984,1,0.0528,0.00392,0.00149,0.466,0.906,108.036
Mr. Brightside,The Killers,,spotify:track:7d8GetOsjbxYnlo6Y9e5Kw,2004,28,False,222107,0.352,0.928,1,-3.71,1,0.0758,0.00113,0.0,0.0987,0.239,148.026
Apricot Princess,Rex Orange County,,spotify:track:28GbaBYFpYi1J61fXnGSfd,2017,58,True,238480,0.399,0.468,2,-8.646,1,0.0336,0.244,0.000168,0.103,0.249,111.884
Sycamore Girl,Rex Orange County,,spotify:track:3ijXR4yXgN43eF54uK7oos,2017,54,True,280333,0.611,0.386,6,-10.716,0,0.0291,0.101,0.000711,0.175,0.189,115.979
You've Got a Friend in Me,Rex Orange County,Randy Newman,spotify:track:446imtjItCGwAmXySZG2FS,2018,53,False,139522,0.788,0.45,3,-7.148,1,0.0278,0.897,3.07e-05,0.3,0.448,113.107
She's Got You High,Mumm-ra,,spotify:track:0E0JKMR4uiCZhpI3brAoxI,2007,49,False,205213,0.463,0.736,4,-4.341,1,0.0329,0.024,0.0,0.293,0.374,131.594
America,Razorlight,,spotify:track:6bS7DqTuzrpkluB7boWmw2,2006,64,False,249760,0.447,0.568,2,-4.975,1,0.0305,0.295,3.26e-06,0.355,0.149,90.933
Toothpaste Kisses,The Maccabees,,spotify:track:4BAWCedKFfdwxPFmFv4DMG,2007,60,False,159320,0.462,0.427,9,-13.333,1,0.0792,0.893,0.101,0.37,0.476,101.675
No Pressure,The Kooks,,spotify:track:3Dgm3Eaw7mBjYrGxdZxfjl,2018,44,False,216617,0.505,0.674,2,-3.918,1,0.0304,0.103,0.0,0.723,0.332,120.164
Before I Fall To Pieces,Razorlight,,spotify:track:0Mz07VC8F7BD8lQoyDW0Ng,2006,52,False,202133,0.501,0.831,2,-4.699,1,0.0597,0.00526,1.01e-06,0.112,0.576,114.365
Hunger,Florence + The Machine,,spotify:track:6Ju28M6P8Y8sLjBgWjyUUD,2018,63,False,214667,0.729,0.675,2,-5.62,0,0.0415,0.53,0.0,0.0985,0.332,116.016
Boys Don't Cry,The Cure,,spotify:track:1QFh8OH1e78dGd3VyJZCAC,1979,73,False,155973,0.462,0.836,11,-5.766,0,0.0621,0.00517,0.0,0.18,0.671,168.766
It Might Be Time,Tame Impala,,spotify:track:558ubozatFQlweufvHa3Ip,2020,62,False,273027,0.585,0.781,2,-3.808,1,0.0457,0.021,0.000187,0.627,0.336,115.946
Pick A Part That's New,Stereophonics,,spotify:track:5ENmb2WrPdGlSAYBaZrEoF,1999,46,False,213773,0.482,0.878,9,-4.614,1,0.0383,0.00277,0.0,0.308,0.479,99.03
Superstar Tradesman - Radio Edit,The View,,spotify:track:3DXk9MB2rxSdvn94IpdO5y,2007,36,False,193560,0.317,0.959,0,-2.063,1,0.0639,0.000903,0.0369,0.146,0.388,164.92
I Can Talk,Two Door Cinema Club,,spotify:track:7orU1FfShkJboMQF1g1cOf,2010,0,False,175907,0.472,0.749,9,-4.877,0,0.197,3.01e-05,0.116,0.288,0.66,162.946
3 Nights,Dominic Fike,,spotify:track:0uI7yAKUf52Cn7y3sYyjiX,2018,67,False,177667,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891
"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,,spotify:track:3mRM4NM8iO7UBqrSigCQFH,1979,68,False,285373,0.703,0.826,10,-7.179,0,0.0341,0.0322,0.00629,0.179,0.945,103.564
How Deep Is Your Love,Bee Gees,,spotify:track:2JoZzpdeP2G6Csfdq5aLXP,1979,74,False,245200,0.633,0.357,5,-9.366,0,0.0264,0.105,0.0,0.133,0.674,104.938
"Night Fever - From ""Saturday Night Fever"" Soundtrack",Bee Gees,,spotify:track:5KgbyD2lQQlIupAaPjgiXg,1979,63,False,212253,0.733,0.795,1,-7.224,0,0.0249,0.0266,0.000948,0.083,0.892,109.122
"You Should Be Dancing - Edit / From ""Saturday Night Fever"" Soundtrack",Bee Gees,,spotify:track:2xiOdusRnZezQok1RgLNeS,1976,67,False,256493,0.681,0.716,0,-10.911,1,0.0333,0.0182,0.17,0.337,0.963,123.009
Can't Stand Me Now,The Libertines,,spotify:track:71D4LseR0RADPbyvMeTIHR,2004,35,True,203733,0.368,0.935,4,-3.204,1,0.0587,0.0111,0.00201,0.0948,0.558,164.425
Same Jeans,The View,,spotify:track:5aUwnYLjQD7OfLMJDWSnsT,2007,56,False,213080,0.479,0.967,0,-2.444,1,0.0431,0.00697,0.0,0.217,0.717,134.745
Two Doors Down,Mystery Jets,,spotify:track:5JSF5Nhw9W6j9qt74rYTa7,2008,48,False,219013,0.564,0.965,1,-3.17,0,0.0642,0.00912,0.0,0.0997,0.848,123.963
LDN,Lily Allen,,spotify:track:5wD6de7Fz1QfxVNkv1SEy7,2006,57,False,190773,0.675,0.631,5,-7.56,1,0.0261,0.0147,4.39e-06,0.379,0.917,100.027
Grace Kelly,MIKA,,spotify:track:2TdDRjNiF1HuRvnclprnce,2007,62,False,187733,0.677,0.824,0,-5.752,1,0.0449,0.0268,0.0164,0.363,0.696,122.223
I Don't Feel Like Dancin',Scissor Sisters,,spotify:track:1q9l6c8bAzqWcvO3DM6FsR,2006,55,False,288360,0.707,0.923,7,-3.409,1,0.0276,0.0195,0.0,0.342,0.845,108.023
Will We Talk?,Sam Fender,,spotify:track:5g0HSob4PEq7M8blV6y70i,2019,62,True,162600,0.296,0.925,1,-0.783,1,0.0767,0.00128,0.000315,0.0797,0.607,204.111
Bad Decisions,The Strokes,,spotify:track:55N8cxpE1QDoeaaNqUnoZ2,2020,64,False,293360,0.377,0.922,0,-3.4,1,0.056,0.0136,0.204,0.28,0.394,153.404
Elvis Ain't Dead,Scouting For Girls,,spotify:track:4r8lB0WDgajnZgLrOKw82B,2007,55,False,229893,0.52,0.743,8,-3.263,1,0.0513,0.021,0.0,0.106,0.677,155.142
Love Lockdown,Kanye West,,spotify:track:1kxeWHF9PrCVZHvVskv8lg,2008,66,False,270307,0.76,0.524,1,-7.67,0,0.0323,0.0542,0.5,0.112,0.112,119.603
After Hours,We Are Scientists,,spotify:track:2AgiH9n8cXo0csSkEhByKe,2008,44,False,232014,0.392,0.981,1,-4.564,0,0.0799,2.9e-05,0.0422,0.174,0.335,160.047
Love It When You Call,The Feeling,,spotify:track:6jotePMCBR1Wr1BXqchmL7,2006,44,False,214973,0.626,0.871,0,-3.942,1,0.035,0.0144,0.0,0.0872,0.795,117.01
Fascination,Alphabeat,,spotify:track:5AKQ1JHezaXDmN5SyMSpEr,2008,59,False,182120,0.495,0.878,6,-3.266,0,0.0361,0.00027,9.02e-05,0.07,0.825,193.947
I Found Out,The Pigeon Detectives,,spotify:track:2zpG6GUvNc1hqDBsLIJOOp,2007,51,False,127400,0.473,0.913,4,-1.673,1,0.0544,0.0637,0.0,0.295,0.548,146.957
Tears Dry On Their Own,Amy Winehouse,,spotify:track:7MDfN1ldfTMtuXXdVz2Pzc,2006,66,True,186440,0.634,0.543,1,-13.391,0,0.181,0.525,0.0,0.232,0.467,121.557
Back To Black,Amy Winehouse,,spotify:track:3FAclTFfvUuQYnEsptbK8w,2006,71,True,241293,0.403,0.422,7,-13.964,0,0.0373,0.134,2.05e-05,0.0861,0.378,122.728
Grace,The View,,spotify:track:6ihhyGxNxi5fxVO4dQb0W1,2011,36,False,219613,0.299,0.909,4,-3.185,1,0.0591,0.00335,1.19e-06,0.46,0.432,170.073
How To Fly,Sticky Fingers,,spotify:track:3jAoLij05OiNndX2XlSRdS,2013,67,False,202187,0.676,0.645,8,-9.335,0,0.0992,0.159,0.00172,0.106,0.537,151.058
Our Town,Sticky Fingers,,spotify:track:7exsEou9EAHxizbsLzyZ8W,2016,28,False,195414,0.545,0.813,9,-5.394,1,0.0244,0.00108,0.000193,0.121,0.628,90.012
Dreamland,Sticky Fingers,,spotify:track:0TrRIqvkyrSwvriyCIcXr7,2014,43,False,245286,0.544,0.74,6,-6.133,0,0.0524,0.000918,2.85e-05,0.13,0.572,146.959
Hard to Beat,Hard-FI,,spotify:track:5PZK7nZBsKjSkXDszKrJ1W,2005,54,False,253307,0.557,0.833,10,-4.559,1,0.0663,0.00226,3.25e-06,0.161,0.815,125.205
Makes Me Wonder,Maroon 5,,spotify:track:3PNOYDruQplC92lNc7mE9W,2007,61,True,211080,0.803,0.851,7,-2.429,1,0.0357,0.00485,0.000358,0.0577,0.881,113.996
Cake By The Ocean,DNCE,,spotify:track:76hfruVvmfQbw0eYn1nmeC,2016,77,True,219147,0.774,0.753,4,-5.446,0,0.0517,0.152,0.0,0.0371,0.896,119.002
Greek Tragedy,The Wombats,,spotify:track:1tTV7mRV9uB2Nr9VcwkuFX,2015,66,False,209558,0.515,0.869,11,-4.732,1,0.0672,0.00257,2.01e-06,0.21,0.452,93.24
Sober,Childish Gambino,,spotify:track:7JRxU6iBw0nsgdnDlfBgP0,2014,48,False,252013,0.701,0.592,0,-6.646,1,0.0301,0.101,2.53e-05,0.551,0.421,98.067
Tell Me Baby,Red Hot Chili Peppers,,spotify:track:0itNMuBHye9fu392b4e9oa,2006,64,False,247667,0.695,0.993,0,-3.114,1,0.0612,0.00177,0.00246,0.0814,0.281,107.951
Get Down On It,Kool & The Gang,,spotify:track:4yKZACkuudvfd600H2dQie,1999,72,False,212907,0.879,0.626,7,-6.344,1,0.0604,0.205,6.07e-05,0.056,0.968,110.864
Why Can't We Be Friends?,The Academic,,spotify:track:0qZXLvlsM5ELq3WfZXgnCi,2018,50,False,203600,0.571,0.903,9,-4.098,0,0.0298,0.000387,1.87e-06,0.335,0.722,129.996
Bohemian Rhapsody - Remastered 2011,Queen,,spotify:track:4u7EnebtmKWzUH433cf5Qv,1975,81,False,354320,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105
I Want To Break Free,Queen,,spotify:track:7iAqvWLgZzXvH38lA06QZg,2018,68,False,223080,0.807,0.414,4,-8.903,1,0.0352,0.105,2.57e-05,0.0813,0.502,108.944
If You’re Too Shy (Let Me Know) - Edit,The 1975,,spotify:track:3iEqGBZ2wcpVzhiAcwXVC6,2020,63,False,239877,0.651,0.806,2,-4.842,1,0.0311,0.00399,0.00455,0.0927,0.386,125.641
Overnight,Parcels,,spotify:track:0hhXziDUO0wNYPsstDQWN6,2017,62,False,219604,0.815,0.819,8,-9.494,0,0.0521,0.364,0.0555,0.115,0.864,119.986
Lightenup,Parcels,,spotify:track:1qtiESAzfGMw3YqJvI97ki,2018,59,False,237227,0.857,0.658,0,-9.8,1,0.0388,0.015,0.266,0.105,0.703,122.969
Waves,Dean Lewis,,spotify:track:6w8pFOKn42O418qwcQElZ3,2019,76,False,240013,0.518,0.729,11,-7.193,0,0.0452,0.183,0.0,0.0643,0.343,156.879
Never Be Lonely,The Feeling,,spotify:track:5q2qiluA3VVlCJVGG5gYVX,2006,45,False,211533,0.496,0.837,5,-3.682,1,0.0332,0.0612,0.0,0.267,0.704,169.995
Heartbeat,Scouting For Girls,,spotify:track:6PlXJ2yy2hpJn0FHVWakx6,2007,55,False,175907,0.564,0.863,2,-3.835,1,0.0614,0.0509,0.0,0.106,0.864,155.149
I'm on My Way,The Proclaimers,,spotify:track:1HuAR7RyNWQq6vHwOFHWqx,1988,58,False,225587,0.824,0.634,8,-10.296,1,0.0342,0.369,0.0,0.0665,0.743,118.922
Obviously,McFly,,spotify:track:6EsnG6BmZ6U7NxicrO8tDJ,2004,55,False,198880,0.642,0.856,1,-2.273,1,0.0314,0.193,0.0,0.11,0.755,130.583
So Good Looking,The Kooks,,spotify:track:0I0onONP8E5RG8oxpWoGIY,2019,43,False,203285,0.545,0.833,7,-4.6,1,0.153,0.0047,1.42e-05,0.0745,0.741,149.937
Other Side Of The World,KT Tunstall,,spotify:track:4A9E08l34BkPsCDAmOpHxb,2005,56,False,214560,0.501,0.684,2,-5.368,1,0.0302,0.485,0.0,0.083,0.369,80.039
The Flood,Take That,,spotify:track:2a3U3GTCvrcma7wetBtOpi,2010,57,False,289360,0.514,0.83,11,-6.077,0,0.044,0.0378,1.43e-06,0.122,0.138,100.631
Settle Down,The 1975,,spotify:track:5CgihnZO9To8wj7ALOoTPD,2013,52,False,239893,0.597,0.952,2,-5.293,1,0.051,0.00301,8.7e-05,0.789,0.841,107.117
Live for the Moment,The Sherlocks,,spotify:track:0iLWuNnLJon3vC6lD5tQVz,2017,36,False,220707,0.388,0.955,2,-4.471,0,0.0649,0.000102,0.0,0.35,0.548,155.933
You Think I Don't Care,Jack McManus,,spotify:track:6YcJpvIHhPJqIQWjsbYhtP,2008,29,False,206173,0.527,0.871,4,-3.67,1,0.0446,0.00214,1.93e-06,0.174,0.455,117.609
JELLO,BROCKHAMPTON,,spotify:track:1ZuQVisBNDRm51QIN9MajR,2017,49,True,240000,0.92,0.569,7,-6.628,0,0.374,0.618,7.28e-06,0.206,0.641,139.953
Our Place,Verge Collection,,spotify:track:1otCBKOVAZrJmfMHnEFPoH,2016,42,True,184120,0.462,0.879,3,-6.239,1,0.0533,0.0196,1.24e-06,0.102,0.661,170.061
Daytime TV,Dear Seattle,,spotify:track:5oDg7btXvXCjzUDPiEljgW,2018,22,False,183127,0.364,0.873,9,-3.709,1,0.0532,6.44e-05,7.44e-05,0.326,0.532,176.852
Class of '09,Verge Collection,,spotify:track:6EzUJTsnZh1RRHUDuhk5Ct,2016,28,False,189293,0.55,0.871,7,-5.627,1,0.0298,0.000622,0.000417,0.162,0.724,139.24
Kenmore Ave.,Together Pangea,,spotify:track:7h2dIZ4ijK3tInch7ssjx1,2017,27,True,165907,0.496,0.965,6,-4.583,0,0.0725,0.000156,0.00451,0.106,0.729,154.096
Stained Glass,Ocean Alley,,spotify:track:1CCn1iWB8qqr1ghHTe2tA8,2019,47,False,226347,0.561,0.709,9,-6.215,0,0.0343,0.0414,0.0102,0.116,0.271,132.058
Hip Horror,Methyl Ethel,,spotify:track:1zMpuExumWEAju9p5nyXzU,2019,21,False,236979,0.713,0.678,7,-7.262,1,0.0362,0.205,0.00041,0.112,0.449,111.996
Peer Pressure,Surf Trash,,spotify:track:6OwZMFo758eoPUUz2yMcwg,2019,23,False,184121,0.47,0.941,6,-5.298,0,0.123,0.00111,0.000103,0.119,0.662,90.01
still feel.,half•alive,,spotify:track:60T6dfF5Q7KL2ujEefzoCE,2018,0,False,247438,0.779,0.525,10,-5.756,0,0.0487,0.148,0.0,0.0675,0.698,120.018
The Other Side Of Paradise,Glass Animals,,spotify:track:0rRjGruFonCGOt0S5zAJNQ,2016,69,True,320654,0.689,0.338,11,-7.634,0,0.0629,0.349,5.7e-05,0.0649,0.568,128.012
See You at Your Funeral,PUP,,spotify:track:4hq64hFQPfjsmVpENil5QN,2019,25,False,220146,0.523,0.948,10,-3.813,0,0.057,0.00032,0.00195,0.307,0.43,133.037
Morbid Stuff,PUP,,spotify:track:27aCeH29Hjt2Ub6bSdq9TF,2019,27,True,164604,0.449,0.912,1,-4.296,1,0.0595,8.44e-05,0.003,0.247,0.53,160.961
Dreamkillers,The Bennies,,spotify:track:1DVbg3vPlKEzaFwx5tzE7c,2018,16,True,183037,0.448,0.936,9,-4.047,1,0.128,0.0176,9.11e-05,0.236,0.495,178.048
Make A Move,Winston Surfshirt,,spotify:track:3u29wmx9ohKwVCqVSbNI84,2019,40,False,215270,0.786,0.685,8,-7.448,1,0.203,0.444,0.00301,0.346,0.585,100.026
King Of The Beach,Wavves,,spotify:track:2i5HvEqybHEoer1L21acZH,2010,4,False,160107,0.376,0.972,11,-2.19,1,0.0922,0.000214,8.56e-06,0.372,0.601,170.119
Idiot,Wavves,,spotify:track:5jDI6zG1zhB6Sa5Adq5hVi,2010,0,False,174227,0.368,0.793,11,-3.854,1,0.177,0.000273,0.00724,0.0724,0.16,166.657
Old Habits,MID CITY,,spotify:track:77uuJW29qbiAsssvOAVS6s,2018,37,True,208493,0.408,0.869,1,-4.129,1,0.0865,7.76e-05,0.000283,0.0441,0.347,180.003
White Face,Los Scallywaggs,,spotify:track:3i7RfrNwLuOEBIoxU5LOqi,2017,22,False,186436,0.184,0.962,0,-3.726,1,0.0541,4.93e-06,0.86,0.379,0.53,172.063
Identity Theft,The Chats,,spotify:track:5RY5riFwjYIwE7V95ezj9Y,2019,0,True,163500,0.311,0.914,0,-4.865,1,0.0487,0.00134,0.000157,0.0866,0.867,185.383
Friends,Surf Trash,,spotify:track:33w9r5aqa49go6ZMdELMQR,2019,29,False,185838,0.441,0.782,5,-5.399,1,0.0519,3.58e-05,0.000253,0.168,0.786,179.993
My Generation,Violent Soho,,spotify:track:6RKmCIFlpsc0QjIg59giI0,2010,24,False,182813,0.502,0.955,0,-3.042,1,0.0462,0.00147,0.121,0.0846,0.937,139.042
Love Is A Heavy Word,Violent Soho,,spotify:track:3pXmID8q49ESIJ8SYMzeR0,2010,24,False,185347,0.475,0.968,0,-4.576,1,0.224,0.00142,0.223,0.0911,0.255,178.104
Bombs Over Broadway,Violent Soho,,spotify:track:7LdStk1dbQmtLGTbkk1Vv2,2010,22,True,189573,0.525,0.959,9,-3.599,0,0.0841,0.0112,0.00249,0.11,0.405,153.045
Comfort Zone,Debbies,,spotify:track:3xCTDZDYUOUwpO6oOmzPqw,2019,21,False,140800,0.558,0.782,1,-4.231,1,0.0369,0.000753,0.0,0.0734,0.905,132.642
What Do I Know,Debbies,,spotify:track:0Y1Ki37ske1ojGPyKBZYnw,2019,27,False,150070,0.575,0.887,0,-4.296,1,0.0428,0.000116,0.000271,0.134,0.706,134.974
Save It For The Weekend,Skegss,,spotify:track:4ja8f7cLqln77RZscRaMqI,2019,47,False,181608,0.424,0.83,9,-5.298,1,0.028,0.000307,0.000717,0.36,0.544,101.596
Brain Stew,Green Day,,spotify:track:1nLnpLXvl68RZCSjfkyiaa,1995,68,True,193000,0.559,0.543,1,-5.429,1,0.302,0.00133,2e-05,0.0577,0.337,75.958
Pub Feed,The Chats,,spotify:track:18LwPvdmTNJfo3B0ZIH2Zp,2019,0,False,146000,0.546,0.967,11,-6.167,1,0.0437,0.00355,1.83e-05,0.451,0.773,96.898
Got On My Skateboard,Skegss,,spotify:track:5ZXSnWrF55eiFa45wCCzKk,2017,45,True,227415,0.498,0.962,7,-3.33,1,0.0731,0.141,0.000425,0.0948,0.673,78.681
No Waves,FIDLAR,,spotify:track:6MLZXY8VnO8srdUEDL37yP,2013,37,True,133947,0.481,0.929,11,-4.149,0,0.0471,0.000689,0.0,0.116,0.335,98.442
40oz. on Repeat,FIDLAR,,spotify:track:2ZhahFwQgBbURbkY3T8veH,2015,33,False,233027,0.56,0.955,2,-2.38,1,0.0953,0.000464,0.000524,0.457,0.373,120.008
West Coast,FIDLAR,,spotify:track:78HRw0NOEPT4rzzy2oV88P,2015,34,False,202573,0.303,0.998,4,-1.693,1,0.0661,0.000397,0.0,0.361,0.371,181.94
Longview,Green Day,,spotify:track:3LRJbFT9rKoKv4aW7PuBJC,1994,65,True,233240,0.381,0.732,10,-7.594,0,0.0536,0.00834,0.0101,0.0854,0.814,142.504
Shine,The Smith Street Band,,spotify:track:6AhAG5niOPUMJtc6ZM5QM9,2017,12,True,226427,0.255,0.956,11,-3.913,1,0.128,0.0856,0.000642,0.157,0.37,146.684
Temper Temper,Lime Cordiale,,spotify:track:3DCU0R5FFaB9GKxZERb5wr,2017,59,False,208981,0.713,0.565,7,-7.8,0,0.0351,0.0252,3.2e-06,0.633,0.705,130.047
Bones,Ocean Alley,,spotify:track:1EWTRieCbgDLLG959mw5tv,2018,42,False,199731,0.48,0.877,11,-6.725,0,0.161,0.0011,6.16e-05,0.0337,0.563,151.792
Babes,Hockey Dad,,spotify:track:3y50Aw5AxN1vu7ZJkMjTjG,2014,0,False,308720,0.302,0.849,9,-7.926,1,0.0458,0.0532,0.00745,0.102,0.236,91.634
Chasin',Cub Sport,,spotify:track:0XFJRjjAjG2jDJaMLaDXH4,2017,46,False,191160,0.471,0.667,5,-6.395,1,0.0435,0.201,2.26e-06,0.0869,0.319,94.025
Fall At Your Feet,Crowded House,,spotify:track:6TozwHB5pZ0qHMKtlH81yi,2010,24,False,198245,0.647,0.49,0,-9.004,0,0.0246,0.428,0.00184,0.103,0.558,102.573
Exactly How You Are,Ball Park Music,,spotify:track:17jyLGlgZppynYukOQlN5n,2018,0,True,216379,0.436,0.813,9,-5.687,1,0.0547,0.0189,0.00255,0.344,0.602,141.377
Seaweed,Hockey Dad,,spotify:track:0J5UOyvGGgWmcQPUbScXul,2014,0,False,175627,0.601,0.853,6,-8.48,0,0.0431,0.582,5.07e-05,0.104,0.327,111.142
On Your Way Down,The Jungle Giants,,spotify:track:2Yo4fEPlHTxTpvo05bAb04,2017,39,False,225000,0.721,0.782,7,-5.257,1,0.0423,0.00307,0.0256,0.0628,0.62,148.988
Death To The Lads,The Smith Street Band,,spotify:track:0XzR7roEBwM4eoA4AOx1U1,2017,42,True,209107,0.226,0.855,7,-3.867,1,0.0529,0.00967,7.47e-05,0.21,0.403,74.355
Birthdays,The Smith Street Band,,spotify:track:1dHf2xLj9tE7djykuCRziW,2017,36,True,213467,0.488,0.867,8,-3.34,1,0.061,0.118,0.0,0.117,0.372,108.124
Young Drunk,The Smith Street Band,,spotify:track:2IpbBtwrSmsugvmu4bdRjb,2012,0,True,277027,0.371,0.717,7,-7.227,1,0.0449,0.0671,1.51e-05,0.0975,0.468,147.951
Ivy,Football Club,,spotify:track:4yXI25xY80bDan9luYgUqY,2017,34,True,307880,0.401,0.481,7,-10.309,1,0.0328,0.0541,1.53e-05,0.0989,0.332,141.148
Mustang,Skegss,,spotify:track:7LUH6d2g7NdeKToG7G0hMt,2016,42,True,183673,0.435,0.898,2,-6.396,1,0.0598,0.00717,0.0,0.355,0.806,149.167
Lull City,Hockey Dad,,spotify:track:1SOfgU63vcpWgxRJOcQlcO,2014,0,False,192707,0.345,0.888,11,-8.235,1,0.071,0.102,0.000767,0.236,0.255,98.655
Happy Sad,Ocean Alley,,spotify:track:5SiQcTgqGff1zB8WNTDjFm,2018,51,False,330594,0.477,0.737,8,-9.262,1,0.0495,0.00134,0.00613,0.104,0.301,124.023
