danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms
0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,spotify:track:4gHnSNHs8RyVukKoWdS99f,232147
0.217,0.568,9,-10.995,0,0.0457,0.469,0.917,0.0847,0.139,122.446,spotify:track:2v3Ezj7MnwBe3s1VRaUcDt,201493
0.797,0.611,4,-7.432,1,0.0409,0.526,7.97e-05,0.0925,0.665,120.002,spotify:track:7J0mZi4vIRqBR9pjAt90nX,154653
0.544,0.908,6,-11.764,0,0.0585,0.000166,9.23e-06,0.147,0.546,148.317,spotify:track:31umF2xUNK9IF6OVlcpaD6,158173
0.367,0.981,11,-5.1,0,0.128,5.39e-06,0.0461,0.0822,0.205,165.21,spotify:track:0w7k0ZhHzkfEBsDmwp49xA,211440
0.802,0.468,1,-8.629,1,0.0378,0.248,0.0006,0.32,0.586,129.937,spotify:track:7084ZEDp9Hz0BbTmbXWzL8,343960
0.671,0.454,0,-14.324,0,0.0385,0.169,0.00735,0.0871,0.681,132.109,spotify:track:6prmiVokCCQB1VAYhq5TGJ,195067
0.285,0.979,2,-4.428,1,0.175,0.000144,0.0,0.334,0.108,182.7,spotify:track:6oZYLz0vZy8HhqwioRYtTp,142947
0.651,0.528,9,-8.033,1,0.0294,0.608,0.0,0.342,0.873,126.707,spotify:track:49dOnz1NuDgUNba91MudGy,136800
0.351,0.219,10,-9.457,1,0.032,0.787,0.0,0.11,0.543,158.544,spotify:track:7AbdkH3bcpAvLAnS2tFw4x,187507
0.555,0.908,10,-8.554,1,0.115,0.0497,2.39e-06,0.052,0.901,193.345,spotify:track:1yu6QD0Aalx2YfKcvgAOTx,184667
0.559,0.845,11,-3.871,1,0.0379,0.222,0.0,0.164,0.304,94.915,spotify:track:5y69gQtK33qxb8a24ACkCy,237493
0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,spotify:track:1CmUZGtH29Kx36C1Hleqlz,235613
0.919,0.274,0,-17.28,1,0.48,0.574,0.0,0.306,0.838,110.092,spotify:track:5bt2BVvXQwQtALXameCCOI,187120
0.532,0.591,0,-3.81,0,0.0591,0.782,0.0,0.0647,0.962,184.4,spotify:track:3Os0VNtvEnRFlXSK5dvOFu,146640
0.404,0.843,0,-5.793,1,0.0642,0.00547,0.000111,0.252,0.497,135.904,spotify:track:00W0z4GR2fU8v11dhszOdw,254400
0.697,0.854,3,-3.647,1,0.0345,0.531,4.32e-05,0.0786,0.951,118.263,spotify:track:5hNoGP3s4qJTvCByFOO7D8,136453
0.589,0.784,0,-3.653,1,0.0578,0.315,0.0,0.0497,0.752,151.937,spotify:track:2HMNcHDq7kOFkIDzmbe6GU,212667
0.738,0.811,1,-6.035,1,0.182,0.0498,0.000167,0.102,0.504,171.76,spotify:track:7KFThZQCAcj8JXdPRtdrXE,266347
0.749,0.614,7,-10.594,1,0.0264,0.0372,0.00286,0.0603,0.878,103.868,spotify:track:2nmaEzFZrSm2aMLtfJDzyG,208173
0.645,0.739,9,-5.281,1,0.03,0.133,0.0177,0.311,0.684,120.061,spotify:track:0dr14wRg4vGO44h135lp6K,289933
0.254,0.922,2,-3.565,1,0.0589,0.000441,0.000694,0.083,0.515,166.643,spotify:track:6rd2Urp1x8x4k7pyhgtv1c,228041
0.608,0.786,0,-9.206,1,0.0534,0.0566,3.94e-05,0.226,0.811,158.123,spotify:track:5v0KrlxS6jeM7qZxjpFyk0,199000
0.693,0.727,9,-9.643,1,0.0543,0.0437,4.63e-06,0.142,0.917,137.525,spotify:track:587P51HbZkZCjq9foest2V,252307
0.627,0.871,9,-6.206,1,0.0693,0.0829,5.09e-05,0.309,0.656,142.064,spotify:track:0lZ1eNSYErzmNIK5x4C4Hq,175907
0.407,0.573,11,-7.862,1,0.0284,0.566,0.0,0.169,0.964,176.077,spotify:track:3nEodl29IZB1TPv8n5t7U6,144440
0.719,0.71,2,-4.009,1,0.0859,0.152,2.91e-06,0.0756,0.746,122.766,spotify:track:1uZFS5wQhatA96vKf42tTB,151133
0.663,0.866,2,-9.059,1,0.0362,0.439,0.517,0.0551,0.732,134.943,spotify:track:54WvQEeGUNL0zxoI6R3fkf,220420
0.647,0.336,3,-8.517,1,0.0645,0.8,0.0,0.0719,0.905,164.251,spotify:track:5QWQ9ChSbNDTSx1iZp961C,121600
0.678,0.857,10,-5.173,0,0.216,0.0325,0.0,0.0788,0.622,94.95,spotify:track:2NeHnSFnwNp1Z5WYgcjJ8L,219253
0.679,0.412,11,-8.972,1,0.0272,0.497,2e-05,0.0853,0.349,120.605,spotify:track:2Y9JFksVsC4FgE5qQHLLII,274000
0.5,0.383,10,-12.67,1,0.17,0.973,3.17e-06,0.117,0.532,88.545,spotify:track:30VWjZF6bJOrAb5bj3rV0u,263493
0.481,0.733,5,-7.633,1,0.165,0.575,1.18e-05,0.108,0.874,122.909,spotify:track:0D1pEisM3QkiacGXJe5dmd,140427
0.649,0.253,7,-14.733,1,0.124,0.905,0.0,0.431,0.806,102.536,spotify:track:6P8dG9efbg7bs9ppkmIT8P,137560
0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,spotify:track:6I9VzXrHxO9rA9A5euc8Ak,198800
0.752,0.784,0,-4.941,1,0.0754,0.322,0.0,0.11,0.464,135.039,spotify:track:2i9q8CteBmpslOJeQdMGqA,213535
0.629,0.824,9,-6.53,1,0.159,0.155,0.000628,0.0651,0.852,128.01,spotify:track:3KliPMvk1EvFZu9cvkj8p1,247960
0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,spotify:track:7jk7gqyEonmVVYahZN5zhW,192360
0.701,0.7,7,-6.672,0,0.0925,0.146,0.0,0.206,0.592,122.984,spotify:track:2ssO8vh0AzVr5zxumbSO7G,230960
0.693,0.705,8,-5.747,1,0.0665,0.0228,0.0,0.202,0.45,131.951,spotify:track:38iU2jg98IZZEIJPrP7aWD,237947
0.531,0.544,0,-8.615,0,0.462,0.308,1.89e-06,0.0835,0.398,131.921,spotify:track:3ZLyt2ndLFBh148XRYjYYZ,203794
0.652,0.795,11,-5.192,0,0.174,0.156,0.0,0.123,0.788,135.018,spotify:track:0v9Wz8o0BT8DU38R4ddjeH,304607
0.693,0.426,8,-12.476,1,0.302,0.675,1.03e-05,0.115,0.477,144.796,spotify:track:2fl0B0OaXjWbjHCQFx2O8W,290316
0.714,0.343,10,-7.641,1,0.38,0.723,5.48e-06,0.102,0.372,72.348,spotify:track:2VQc9orzwE6a5qFfy54P6e,221940
0.461,0.293,6,-9.52,1,0.0555,0.947,9.95e-06,0.0936,0.531,180.297,spotify:track:6m9qPYXmhge2QhBLfFKnVF,257775
0.838,0.43,1,-5.868,1,0.281,0.0498,1.59e-05,0.0977,0.126,126.981,spotify:track:0WCbhE2evMrIwRM0DlMy9k,292910
0.771,0.647,5,-5.127,0,0.376,0.294,0.0,0.37,0.678,155.914,spotify:track:0jx8zY5JQsS4YEQcfkoc5C,206240
0.505,0.397,5,-9.349,1,0.324,0.716,0.0,0.0853,0.558,95.063,spotify:track:3eze1OsZ1rqeXkKStNfTmi,219683
0.439,0.483,2,-9.449,1,0.315,0.477,0.0,0.553,0.292,78.442,spotify:track:0OT0cCKbSmSMRvyWeqEFBq,337423
0.705,0.453,3,-8.174,1,0.196,0.257,0.0,0.143,0.283,124.942,spotify:track:1Uq3IOIy1CUlHUgP6vWpum,226494
0.381,0.462,8,-8.014,1,0.124,0.891,0.0,0.199,0.542,80.08,spotify:track:5IdQEHgtmj9th3OkfQKhf8,230017
0.565,0.324,4,-9.137,0,0.0342,0.565,2.17e-05,0.381,0.139,77.495,spotify:track:60RmRJm8QwSttdgNQXpjac,241625
0.754,0.458,8,-6.852,1,0.144,0.105,0.0,0.249,0.495,96.011,spotify:track:74ODGXs4byLTRdnKGM4s6E,203650
0.413,0.621,7,-5.862,1,0.0281,0.348,3.15e-06,0.111,0.199,129.535,spotify:track:2BTw5ZxeBygVJpdMK1Ur3c,227558
0.649,0.762,11,-5.153,0,0.0447,0.0852,0.00383,0.118,0.48,107.034,spotify:track:3sJHkcxojoJD2Ytbo1yLLF,213693
0.783,0.467,6,-9.474,1,0.0503,0.729,0.809,0.109,0.236,90.838,spotify:track:0hNduWmlWmEmuwEFcYvRu1,237793
0.867,0.545,2,-5.192,1,0.0625,0.0646,0.000289,0.0505,0.525,139.943,spotify:track:5o4yGlG0PfeVUa6ClIyOxq,162586
0.415,0.369,8,-10.044,1,0.0741,0.0303,7.64e-06,0.383,0.0913,95.746,spotify:track:2Ce5IyMlVRVvN997ZJjJJA,251423
0.527,0.673,8,-6.268,0,0.204,0.0394,3.03e-06,0.167,0.342,170.053,spotify:track:2sC8AtIpD5MQnrZNZJUq7F,264104
0.694,0.582,2,-6.089,0,0.0275,0.38,0.0,0.0882,0.447,116.0,spotify:track:33XCmHpWcIEeSNBgEDi4Mx,225252
0.562,0.451,3,-14.162,0,0.0311,0.715,0.13,0.104,0.485,93.842,spotify:track:3maGfEFgPZBaSQwfB5f56L,247893
0.645,0.733,11,-6.28,1,0.209,0.0251,0.0,0.455,0.271,91.02,spotify:track:2CMrQfTj0Frv8bM8axjBN9,225866
0.673,0.6,7,-7.395,1,0.0356,0.256,1.06e-06,0.0857,0.375,102.018,spotify:track:5II0C1ynK1mYVfWSd2Cxl3,170000
0.737,0.741,10,-4.96,1,0.045,0.421,0.0,0.476,0.572,96.037,spotify:track:7k6Wf3BN6m2kCGIAfouMwP,190347
0.717,0.452,2,-9.711,1,0.127,0.0747,0.0,0.0768,0.508,164.032,spotify:track:6iZTQ7OJ0B4Z4Lij5o7Ub0,203251
0.741,0.577,2,-7.51,1,0.0291,0.135,0.0222,0.103,0.809,105.727,spotify:track:62Rr9VBVpvrrbkNQLsPzb8,252360
0.795,0.488,6,-10.349,1,0.192,0.2,0.00364,0.133,0.528,107.734,spotify:track:2mNbgyi0gori4b1rFSPgIb,197236
0.76,0.303,2,-11.362,1,0.0284,0.238,8.09e-06,0.294,0.15,99.991,spotify:track:619A7U0RtsSEvqJeJdazJ3,177573
0.38,0.553,7,-6.621,1,0.0653,0.421,2.63e-06,0.0788,0.384,179.629,spotify:track:3ZD3kjn80pQ9keYO8eqp9d,189333
0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,spotify:track:5mCPDVBb16L4XQwDdbRUpz,298941
0.567,0.625,2,-3.57,1,0.0593,0.0478,0.0,0.0692,0.427,140.082,spotify:track:1dwNoMKHyxAVP1zRdPxOEm,178003
0.238,0.415,4,-6.598,0,0.031,0.399,0.00974,0.191,0.0739,182.665,spotify:track:6NosuXu0gXczpqyYiYzfFd,341000
0.669,0.561,11,-4.923,0,0.209,0.157,0.0,0.0739,0.604,180.044,spotify:track:2jYmK1cb3Uya6FFsocdpzO,171096
0.87,0.502,5,-7.497,0,0.0549,0.549,0.00356,0.0916,0.673,82.53,spotify:track:3QWjljChcOMkRDYSzF33Qr,160597
0.553,0.482,5,-8.426,1,0.0654,0.127,1.3e-06,0.108,0.307,176.045,spotify:track:1rp1lRbL41qnlw354j8iTp,195920
0.62,0.627,9,-5.889,1,0.0259,0.0317,0.0,0.172,0.164,90.955,spotify:track:26AuyrZGzWWiYZPSd3XBIg,224280
0.748,0.653,8,-7.975,0,0.219,0.209,0.0,0.237,0.394,104.008,spotify:track:1pvgpkMqtQyOGePdYOTt9U,184813
0.749,0.487,5,-8.233,0,0.148,0.286,0.0,0.43,0.22,137.978,spotify:track:6uNFvdRGAtUuVIP6IOMlRs,147952
0.586,0.625,7,-5.222,0,0.0439,0.598,0.000144,0.671,0.505,104.02,spotify:track:5NQBZ9RAdV5Q6N7ORTI3RX,226024
0.678,0.627,6,-8.008,1,0.0613,0.0704,0.0,0.17,0.252,105.956,spotify:track:3rK43VNP0142Kbxt8nuAhD,206720
0.678,0.479,10,-6.491,0,0.0652,0.0595,0.0,0.262,0.391,113.977,spotify:track:6GCeHFwyiZR8LPb6ifLaiY,207632
0.667,0.648,3,-6.398,0,0.0626,0.0235,1.52e-05,0.0427,0.589,95.031,spotify:track:4uoumbAMEMaKdtiv763jKz,172893
0.597,0.64,9,-6.437,0,0.0308,0.0796,0.0256,0.364,0.41,99.943,spotify:track:7xQQvHM3nrMYaBZeMRk3ln,227977
0.788,0.43,11,-7.757,1,0.0419,0.537,0.00261,0.0936,0.461,121.996,spotify:track:1a5Yu5L18qNxVhXx38njON,192846
0.527,0.708,9,-5.475,0,0.0345,0.11,0.0162,0.151,0.0714,82.023,spotify:track:4XGvRDs3yqciR6a9uGsGos,234880
0.737,0.627,10,-8.099,0,0.037,0.426,0.000238,0.113,0.42,101.973,spotify:track:5ZLUoGZJaNtBIZEBRfsiPX,185765
0.791,0.654,0,-7.109,1,0.0417,0.126,0.0,0.0839,0.5,97.995,spotify:track:74nadxHkSGQm6eBIyqTHDP,161633
0.537,0.749,8,-4.725,1,0.109,0.0119,0.0,0.154,0.299,100.088,spotify:track:3qyeNnFY67zX6VmmIbzPsL,178634
0.449,0.598,0,-9.032,1,0.228,0.326,0.00276,0.104,0.379,165.079,spotify:track:6cxAXtKofjF6QN7Pr06pyT,177523
0.553,0.638,5,-6.231,0,0.234,0.472,0.0,0.359,0.678,97.187,spotify:track:5lTdCkCPS1HHDD24dtPDsp,215567
0.501,0.566,10,-5.295,0,0.139,0.702,0.0,0.183,0.307,88.733,spotify:track:2i2h8iFmVjGsoIGChRb2VP,188932
0.653,0.91,10,-3.36,1,0.0566,0.0079,0.0,0.318,0.0921,126.047,spotify:track:57p8CBvPOxrvyCbn6ttl5r,234286
0.678,0.819,8,-3.306,1,0.0313,0.191,0.0,0.159,0.499,90.004,spotify:track:1Sl3njkhhz8nrSPZroDQ82,184248
0.774,0.661,2,-5.824,0,0.0989,0.0704,0.0,0.105,0.398,105.922,spotify:track:2rKd2LM6vwJSazOtZkzkiO,213320
0.719,0.655,5,-7.267,1,0.0305,0.175,0.00171,0.0922,0.283,117.982,spotify:track:7AqWd1WJxS1FgKMb4vyL3O,233115
0.645,0.741,5,-4.989,0,0.0339,0.0323,0.0,0.29,0.534,123.07,spotify:track:4q8PHoRsPUB52LFylX8Ulz,203000
0.522,0.86,10,-3.773,0,0.145,0.131,0.0209,0.122,0.259,128.019,spotify:track:0goVJ5FetcRcyJK1u2wB0k,210816
0.77,0.932,9,-3.062,0,0.193,0.0939,0.0,0.0947,0.921,121.075,spotify:track:1yAVnDXvfUb1UnLtnBjttw,165462
0.419,0.761,7,-3.133,0,0.0569,0.179,0.0,0.461,0.492,144.815,spotify:track:6tinFGP1QJuRbyeCekZcLZ,208689
0.689,0.843,6,-6.715,1,0.0355,0.00353,0.0418,0.124,0.328,116.977,spotify:track:7KL2RJQCOE70ak2hA6TlWD,265938
0.63,0.672,1,-7.863,0,0.0972,0.233,0.0,0.11,0.571,118.041,spotify:track:6ZaKHT4OyKBszbyF16MiGl,185893
0.593,0.868,1,-3.573,0,0.295,0.183,0.0,0.365,0.496,104.988,spotify:track:7aF09WaavZAmAWuUeYxlYD,201257
0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,spotify:track:39IsH7B5byx8NRlEKlZVg9,193613
0.676,0.681,0,-5.726,1,0.034,0.00148,0.000734,0.239,0.448,115.988,spotify:track:0oRfRA3MUFHgIMGSzh3cfY,208088
0.738,0.814,7,-4.414,0,0.0999,0.132,9.64e-06,0.126,0.483,119.041,spotify:track:6UXoE1DEpHFwmPT1fGS7av,225850
0.839,0.623,2,-5.927,1,0.105,0.115,1.61e-06,0.329,0.324,115.016,spotify:track:2ZQthRFshRud0V6P9Abmop,208920
0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018,spotify:track:6BaCraQ9xeLYg4Sb9TBT2X,223413
0.531,0.771,11,-4.618,0,0.0513,0.0727,1.5e-05,0.181,0.396,122.035,spotify:track:4xLDWc1ymSHUhPUIoAcH8P,258559
0.814,0.539,8,-8.48,0,0.171,0.277,0.0,0.0699,0.64,118.005,spotify:track:7AEV4oGvHPn1DtAE7pLCXR,226780
0.734,0.75,5,-4.632,0,0.0363,0.014,0.000221,0.141,0.294,150.034,spotify:track:0ers79FTlGetOVd7w3C7kL,236803
0.695,0.544,0,-5.554,0,0.0417,0.151,1.67e-05,0.109,0.353,119.917,spotify:track:3OiTZnvvNNGlqcSzI2ShD0,181115
0.767,0.443,4,-10.857,0,0.0706,0.00976,0.332,0.106,0.594,125.987,spotify:track:0iKQFXb4OhLytsLi7JC9YS,154000
0.673,0.741,7,-5.247,0,0.0549,0.149,0.00101,0.165,0.604,123.941,spotify:track:04YFRczeeieYRlsrPJ8hjh,205773
0.708,0.868,6,-3.287,1,0.0431,0.0313,0.0,0.122,0.72,124.994,spotify:track:3kGfazcbVvVkuZunzlLgTD,202999
0.805,0.658,6,-6.137,1,0.0702,0.56,0.0133,0.124,0.305,114.972,spotify:track:7j1Q7Xx6Ozn5mUJfrqaSjp,218087
0.72,0.748,0,-7.497,1,0.0704,0.363,0.045,0.122,0.26,127.994,spotify:track:70ASsm9nvUtTZtf3jmED78,220265
0.619,0.858,10,-5.28,1,0.0929,0.00791,0.0,0.173,0.23,106.017,spotify:track:6SUocL0caib4mLHe8ZrZzi,232627
0.726,0.723,7,-3.827,1,0.105,0.212,0.0,0.113,0.211,108.028,spotify:track:4XGqzhzg4PDmdPEMWmi7r8,200469
0.598,0.74,2,-7.391,1,0.0684,0.026,0.0,0.0895,0.342,123.945,spotify:track:3t0J8vI9StQD8KIBkT2Cp5,240000
0.548,0.861,9,-2.846,0,0.259,0.279,0.0,0.161,0.442,183.913,spotify:track:4FK7STjX4sDJgE3ePvpS08,189960
0.629,0.852,1,-5.103,1,0.052,0.0862,0.0203,0.273,0.419,104.987,spotify:track:1Df02ZayHuygQL2y6vtQwQ,215131
0.612,0.9,2,-2.101,1,0.052,0.0669,1.81e-06,0.431,0.341,124.514,spotify:track:7fSQ15k1JKFvehqCFQx42e,195852
0.74,0.631,8,-6.667,1,0.0407,0.351,5.12e-05,0.118,0.484,135.996,spotify:track:2t6eEuwJeBBFgdPw2shJnL,187003
0.881,0.638,1,-5.639,0,0.0424,0.196,0.000286,0.0574,0.945,120.025,spotify:track:4X1bSg8uN6DWW2v3jK4acB,185750
0.688,0.832,5,-5.15,0,0.075,0.292,0.0,0.0749,0.656,123.936,spotify:track:4govmU9nWC17G8WRIkhEFh,182720
0.761,0.928,9,-2.895,0,0.0644,0.052,0.000387,0.0365,0.0398,126.071,spotify:track:0oG8ldcaN9vQIk2TMLmloS,169004
0.558,0.859,9,-3.822,0,0.0573,0.0789,7.63e-06,0.0943,0.381,92.017,spotify:track:79dTfwXAKDppfxStLn9Mqf,224212
0.762,0.638,0,-6.117,0,0.0847,0.126,2.21e-06,0.132,0.473,104.961,spotify:track:5Gp0t7jUdlbSfkLCgcedfs,206653
0.471,0.851,4,-4.621,1,0.244,0.0119,0.00231,0.128,0.196,160.017,spotify:track:4bQdmkolFiJxZWakolLhW7,301500
0.529,0.739,9,-5.356,0,0.0543,0.0144,0.000255,0.39,0.395,149.915,spotify:track:7Bs0jDTYs8tcurqcaxunIg,179200
0.759,0.724,0,-3.97,0,0.0448,0.0564,0.000116,0.0632,0.432,91.99,spotify:track:40wbxg77nK3ouaHTgH0AEe,201362
0.775,0.722,1,-3.502,1,0.0463,0.151,0.000724,0.058,0.649,124.037,spotify:track:3aLSrx8qhssXrh5yjB6oy9,170323
0.712,0.905,2,-4.231,1,0.0472,0.00212,0.00034,0.0579,0.379,103.06,spotify:track:4HYbW9oHQjEz3U0XMopuYI,245447
0.674,0.754,6,-4.34,0,0.269,0.208,0.0,0.164,0.57,101.424,spotify:track:70rYp3dhUBTz9Da3OgmlA1,180137
0.509,0.712,7,-5.747,1,0.111,0.186,0.0,0.102,0.653,99.831,spotify:track:3caMfJGFp53NAH2TuigdNj,183229
0.689,0.627,6,-6.138,1,0.0453,0.0232,0.0,0.228,0.382,119.968,spotify:track:1tUAm8Yh22BFkAT7T3hiLk,208187
0.642,0.734,0,-6.788,0,0.031,0.1,3.19e-05,0.102,0.622,123.972,spotify:track:0cNH1IsjBVRdeDcpwHAfve,252034
0.59,0.871,11,-3.353,0,0.0891,0.148,0.0,0.0739,0.304,134.956,spotify:track:1839RWzPRZCVgvamu4sHSN,191331
0.679,0.9,10,-4.559,0,0.312,0.00492,0.000108,0.292,0.341,104.89,spotify:track:5ldB6zv381lRAIPBUjt4tI,225884
0.788,0.43,11,-7.757,1,0.0419,0.537,0.00261,0.0936,0.461,121.996,spotify:track:2KdU5omfXAReSv4CNPFCyT,192846
0.453,0.714,1,-6.296,0,0.278,0.0745,4.18e-05,0.185,0.377,193.67,spotify:track:3id8FmSIJdZ6ym9LUuF58n,192444
0.789,0.756,1,-7.402,1,0.0848,0.0111,0.568,0.299,0.818,122.032,spotify:track:0zazaImVAh8xdbQYDwz5Nx,285286
0.858,0.682,2,-4.519,1,0.0795,0.0732,0.0,0.074,0.737,142.082,spotify:track:5fMpeV5TN9BRpeHIlE8VhD,213732
0.64,0.972,0,-6.628,0,0.0883,0.00167,0.697,0.33,0.885,160.078,spotify:track:6YDk1ehvG1m2bDiG8LzkMZ,172500
0.347,0.907,8,-5.738,1,0.264,0.367,0.531,0.635,0.317,171.019,spotify:track:4pElBNn0tiwxxTz2sntX5a,171037
0.587,0.841,6,-4.272,1,0.0368,0.00216,0.899,0.089,0.228,87.002,spotify:track:4zaWjy4KPp3E3c6UxzKTgE,224346
0.813,0.983,1,-5.515,1,0.153,0.00177,0.546,0.502,0.77,125.007,spotify:track:3fDgxdcf0jeJgGiZJGUmyK,238080
0.735,0.66,9,-8.336,0,0.0402,0.00108,0.815,0.305,0.489,122.965,spotify:track:2gUPZ6zPxtm1PLe3OdAVTs,216585
0.541,0.751,8,-3.093,0,0.0747,0.233,0.000862,0.12,0.422,118.035,spotify:track:7Hbj2u6h9uMLdPRRuWRV8H,158894
0.679,0.736,6,-9.721,0,0.0291,0.00122,0.758,0.109,0.0393,120.008,spotify:track:4kE7Mphx5sc7KeWwN95OZr,308000
0.74,0.978,7,-3.514,1,0.0832,0.0718,0.0438,0.346,0.331,126.066,spotify:track:56PvEi92Ao6r8zs18TgM9E,169758
0.66,0.946,1,-4.513,0,0.0712,0.00292,0.783,0.0934,0.1,124.999,spotify:track:6cbENtXi4uSoraDT3EuDvL,250560
0.665,0.763,3,-5.868,1,0.0319,0.00465,0.00215,0.246,0.381,125.058,spotify:track:3ANKZ1tJoxuEE0d8Irncl3,153600
0.823,0.815,11,-3.947,1,0.134,0.00129,0.0494,0.599,0.474,125.989,spotify:track:7hU38LHqMSPFrvoqADFJp4,207293
0.487,0.675,8,-5.839,0,0.0479,0.0517,0.0382,0.101,0.166,144.951,spotify:track:5M3CGMH0Cm1cNFA36XsSRI,237931
0.638,0.881,3,-4.157,0,0.0433,0.0155,0.0158,0.24,0.207,124.976,spotify:track:4R83vyqZAR3ZVotFnwMa4r,220800
0.254,0.741,9,-7.852,0,0.0521,0.0411,0.961,0.0735,0.0314,175.053,spotify:track:491TxkFmouTdVqwJTY7UG6,315190
0.602,0.94,4,-5.083,0,0.162,0.0433,0.00158,0.108,0.185,112.033,spotify:track:0gvBhVqHujoQaP4DHUUJpQ,214286
0.65,0.877,1,-6.046,1,0.0312,0.0134,0.866,0.0898,0.47,125.052,spotify:track:07kgW0oMZwwBqu1AlJ9lcz,203528
0.718,0.944,1,-5.041,1,0.0386,0.00518,0.477,0.114,0.354,125.004,spotify:track:122vZqxDr7xtRuNhZZPUda,148801
0.431,0.643,3,-2.857,0,0.0288,0.178,0.0,0.323,0.359,150.103,spotify:track:1F9XmvPhz8FrXZiMui0xqn,163953
0.312,0.72,9,-5.511,1,0.0338,0.00601,0.0337,0.0936,0.119,170.071,spotify:track:7lYGmGag8kjKIhYt6Y65a8,223059
0.664,0.936,0,-4.636,1,0.0779,0.0591,0.626,0.373,0.806,127.983,spotify:track:3w9zx4WagMkb3G4lb28crX,163069
0.482,0.769,6,-4.473,1,0.0549,0.0343,0.00498,0.0953,0.427,149.69,spotify:track:1ldenU8kI7z5kg7fN1P21m,267200
0.567,0.918,3,-4.359,1,0.0781,0.023,0.335,0.683,0.248,129.948,spotify:track:2Ewy02cyAhJQWAw2v5tIkE,206055
0.519,0.931,3,-3.101,0,0.0448,0.0077,2.01e-05,0.0784,0.416,127.913,spotify:track:6yM1Ma2H6V7h8ArdCrUJlF,184918
0.521,0.92,6,-4.358,1,0.0507,0.00121,0.793,0.0862,0.347,174.988,spotify:track:72T8z5LTzVfikIuf4EukJK,335376
0.612,0.628,2,-6.754,1,0.0752,0.0358,0.00898,0.193,0.434,125.043,spotify:track:1pqOdQkmYdM7AUM1q3L1mN,228155
0.61,0.797,11,-5.881,1,0.322,0.0568,0.015,0.116,0.503,93.117,spotify:track:3E1xYL2UsFo5N6FwBOIctp,175517
0.49,0.952,5,-3.29,0,0.0981,0.000905,0.904,0.0567,0.08,173.993,spotify:track:3Tkbhfh9IeSd9n7RCDaymM,298031
0.49,0.94,10,-4.237,0,0.159,0.0271,0.0486,0.0645,0.125,124.896,spotify:track:7hLrx5TLPUWjLa0YGDnPrG,192435
0.601,0.914,1,-4.495,1,0.0548,0.013,0.705,0.316,0.396,89.958,spotify:track:0yh8V1AUXZ0uc8Ica04qBK,205667
0.739,0.884,8,-5.169,0,0.0406,0.0155,0.497,0.692,0.319,127.943,spotify:track:0rTkUcxQwA4W9JuoE70AUQ,174375
0.517,0.66,5,-6.175,0,0.0315,3.4e-05,0.252,0.571,0.0701,90.007,spotify:track:00GYNdeBpo0QtByS8MIi9q,235861
0.642,0.967,1,-3.079,0,0.111,0.00588,0.782,0.515,0.557,149.978,spotify:track:6dtsXtlem4iRCsJo9uCVDJ,214400
0.674,0.855,1,-5.29,1,0.0401,0.013,0.698,0.101,0.307,121.987,spotify:track:0VySQgGbkVVLgOWC6mInii,334154
0.607,0.835,9,-7.751,1,0.0502,0.000419,0.855,0.953,0.518,124.981,spotify:track:77y24rCvwUP1VGcI2AoZ3n,182465
0.59,0.932,8,-3.704,1,0.163,0.0833,0.00392,0.0717,0.647,169.933,spotify:track:5PnbRlqlnkxfQKOANnteEb,256139
0.504,0.62,6,-8.945,1,0.0299,0.0109,0.779,0.0939,0.0397,102.021,spotify:track:4iaDq2VdBzaB9jQbe90oqO,286212
0.341,0.992,11,-0.292,0,0.157,3.53e-05,0.458,0.963,0.28,112.556,spotify:track:1caiTJ5rvetBED5z8oZtyy,240400
0.517,0.876,6,-6.135,1,0.0338,0.0179,0.16,0.0707,0.226,135.018,spotify:track:1YmtX6evFjOHCWmlkC4XEi,310202
0.786,0.882,9,-5.029,1,0.0796,0.000725,0.817,0.259,0.25,125.999,spotify:track:3phOEX6cjRAf6iKmAZb5uM,245714
0.775,0.883,11,-5.83,0,0.0703,0.00433,0.346,0.057,0.667,125.006,spotify:track:05h42SuH5WMgxNGEy7dbcY,248007
0.336,0.882,5,-5.483,0,0.0361,0.00235,0.118,0.0978,0.243,139.994,spotify:track:2eNuVckOo61ImzgFtQK6tK,236947
0.373,0.861,11,-3.298,1,0.0613,0.000632,0.00272,0.0962,0.728,164.899,spotify:track:7HgwuTbHm1JZRlzppVTfPU,217708
0.373,0.89,2,-4.607,1,0.0544,2.24e-05,0.0601,0.408,0.222,170.042,spotify:track:6Ntw7a75QeRdBy5twUjwDM,245120
0.657,0.913,11,-4.984,1,0.0528,0.00392,0.00149,0.466,0.906,108.036,spotify:track:3nWAEl9pelDAUSXXAZR4Gz,254613
