danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms
0.614,0.932,4,-0.112,0,0.177,0.291,0.0,0.0616,0.299,128.061,spotify:track:68X6QLqUaOihmrHr46P5Bm,218086
0.662,0.871,7,-3.149,1,0.0409,0.00431,0.0,0.26,0.711,128.06,spotify:track:2nO5sw9Ilpx1QOmgjcnzhJ,188640
0.67,0.897,6,-5.892,0,0.0353,0.00115,0.0694,0.0549,0.732,126.996,spotify:track:0tJGu35vc8MkxhvgjSVkD3,291330
0.718,0.752,0,-4.766,1,0.0299,0.0558,0.00147,0.168,0.835,127.987,spotify:track:6jMTjvVyvozBf35qHEQwjG,207791
0.713,0.707,6,-4.288,0,0.0722,0.325,0.0,0.124,0.844,128.084,spotify:track:3GRLxMjoDp8WRbWGwKsRTS,199053
0.684,0.739,8,-6.908,0,0.234,0.0311,0.0,0.202,0.86,127.965,spotify:track:4vHgjNNM3Fid0lMZ97pm6z,182996
0.678,0.804,0,-6.638,1,0.0727,0.00246,0.0,0.694,0.505,127.974,spotify:track:1Byxt8jIJ9Z0DLyuJWWzw2,192573
0.686,0.861,0,-4.563,1,0.0492,0.15,0.0,0.34,0.881,128.052,spotify:track:40aYUDD9hAd0ZWysIyVmMq,210361
0.654,0.757,7,-4.479,0,0.0324,0.0447,0.00064,0.34,0.622,127.942,spotify:track:2fWE6Dzzyjd3F6qzIpKyJV,201134
0.744,0.957,7,-4.8,1,0.0519,0.00152,0.881,0.353,0.529,127.99,spotify:track:6lPIw0e4gnksY01oc1MwRT,287184
0.616,0.86,5,-2.711,0,0.0557,0.0354,0.000148,0.0738,0.522,127.995,spotify:track:4X2BIIya9UFeVKF9G6nU4d,204387
0.681,0.904,11,-4.942,0,0.0459,0.0321,0.00606,0.105,0.407,127.945,spotify:track:14byJgUykuFpeLL2v6freI,200934
0.727,0.91,0,-4.516,1,0.0466,0.00211,1.01e-06,0.165,0.747,127.088,spotify:track:42B7tsc3N17lBufA1tcTWa,207440
0.934,0.703,1,-3.747,1,0.102,0.0392,0.000448,0.0658,0.667,128.036,spotify:track:5mjyJx3gBWhUxEa6bzDcfm,195727
0.669,0.923,7,-4.113,1,0.0332,0.0102,2.49e-06,0.0659,0.967,127.998,spotify:track:6zBsEthJX7GEQgYbhFGJWP,206537
0.727,0.827,9,-3.401,1,0.0653,0.00191,0.000176,0.181,0.636,127.978,spotify:track:70xJuhOxzF4zMmVRKEjEph,280337
0.579,0.858,8,-7.365,1,0.0378,0.00234,0.00881,0.0855,0.086,125.928,spotify:track:3dIDJj2RaJGNzPjk7HFONt,191187
0.671,0.887,2,-6.25,1,0.0288,0.0228,0.0033,0.119,0.945,128.021,spotify:track:2nBQKu8Ky08Alscvo5pXXG,207683
0.692,0.841,4,-7.957,0,0.0389,0.000214,0.662,0.658,0.931,126.539,spotify:track:69jn8T6NBs4PTY0AcWgpbY,214330
0.637,0.889,0,-3.877,1,0.0529,0.233,0.0,0.253,0.59,128.012,spotify:track:1Y2Vb0aX5sCIxKuLbTsnyk,193434
0.756,0.881,4,-3.848,0,0.0899,0.029,2.32e-05,0.317,0.704,126.974,spotify:track:3NgSQiLV2wq7EkHyNK9NWA,214298
0.652,0.733,11,-5.88,1,0.0338,0.00723,0.0,0.127,0.534,127.982,spotify:track:7hKmy034mrrHKYIQYPgT5a,182764
0.711,0.927,10,-2.751,1,0.037,0.0789,0.0,0.103,0.693,128.014,spotify:track:7l6A4bb1VrwMfsLBazU8Jd,210469
0.566,0.934,1,-4.094,0,0.105,0.0911,0.0,0.707,0.848,128.032,spotify:track:21b6wI60ERhCD7nm6V9VGl,187524
0.577,0.687,8,-7.601,1,0.0471,0.0113,4.42e-06,0.112,0.291,124.956,spotify:track:0GfXd2we2wXxAeHoy5fRsM,225520
0.664,0.94,11,-3.404,1,0.0722,0.0323,0.0,0.374,0.841,130.04,spotify:track:1fmAMv5RDMSUYMpxAsWXtr,199733
0.664,0.886,0,-4.055,0,0.0385,0.0259,0.0,0.283,0.669,128.027,spotify:track:1UMWbdzeucChFiry9SYQ2w,218573
0.753,0.581,11,-5.675,0,0.0606,0.006,0.0,0.074,0.789,128.953,spotify:track:1iEvGVn8P8DdZxuBlg1gMH,182995
0.649,0.816,5,-4.802,1,0.0599,0.0552,0.0,0.162,0.451,130.012,spotify:track:0jvJ0cZLteOkR20c9WrFo1,182498
0.416,0.849,1,-4.909,0,0.0455,0.00864,0.000138,0.204,0.147,125.098,spotify:track:5Sey3HgGa6KB46mlOyCClZ,205440
0.582,0.988,2,-3.365,0,0.112,0.136,0.0,0.955,0.502,127.045,spotify:track:05gaXwinL3XPQrG5eGUyLs,200315
0.627,0.852,2,-5.208,1,0.0386,0.00297,6.69e-05,0.239,0.453,130.002,spotify:track:6nmOMeiT7cGYEfeqRqUNN8,156166
0.943,0.705,6,-6.554,0,0.237,0.00927,0.00016,0.0816,0.715,125.01,spotify:track:4ijX4FOkSXSxK1vqAi9oqX,280592
0.768,0.863,9,-4.908,1,0.378,0.138,1.57e-06,0.379,0.598,128.017,spotify:track:3ucHlXMVFNLlnBZ9unjlaP,189092
0.804,0.697,0,-4.142,1,0.0451,0.112,0.0,0.163,0.586,126.965,spotify:track:6gVLPC6hQyucaJrqTRSYhz,202046
0.524,0.814,1,-8.225,0,0.044,0.039,1.8e-06,0.366,0.358,127.961,spotify:track:5Rcq5IW9Yjh6kuNQHZWaAC,179880
0.633,0.858,11,-4.525,1,0.0366,0.00181,1.95e-05,0.0657,0.784,128.012,spotify:track:4HA1Wmj5wlOjmQfs8RfbzX,228817
0.509,0.79,6,-3.782,0,0.0374,0.332,6.67e-05,0.316,0.638,127.946,spotify:track:4q7dBdsALA5BSunzryc104,208316
0.689,0.966,4,-3.731,1,0.0565,0.301,0.000101,0.574,0.277,128.022,spotify:track:6YEcoddcZ9B418KdcXYkNw,225000
0.617,0.873,0,-4.406,1,0.0299,0.106,0.0,0.1,0.338,127.939,spotify:track:05ag7ByV8Nia3bLJfsugx2,206550
0.65,0.756,1,-3.085,1,0.0392,0.00277,0.0,0.395,0.601,128.053,spotify:track:6yqKkQyCvJZjjf9p3I9In8,182582
0.606,0.883,3,-3.243,1,0.0423,0.00872,0.0,0.0698,0.608,128.053,spotify:track:5pmL3RzOy3IvGFaSDi4hZL,244907
0.587,0.862,2,-5.996,1,0.035,0.0125,0.0,0.342,0.772,128.001,spotify:track:66j9mQFe1IVaxiPAhwHzWB,206827
0.701,0.93,6,-1.72,0,0.0847,0.0657,6.67e-06,0.167,0.341,128.024,spotify:track:2ej5qTyb0hzZoNSrOwS3cV,167734
0.637,0.933,5,-3.998,1,0.0801,0.0323,0.0,0.182,0.765,127.938,spotify:track:1BUbceB1E8p52rgIeChqXw,183154
0.581,0.85,2,-3.23,0,0.0662,0.00787,0.000242,0.136,0.35,127.994,spotify:track:7EptYWcHss7te9c7vWWX5D,162911
0.771,0.594,6,-6.12,1,0.123,0.0106,0.00181,0.0549,0.579,127.995,spotify:track:3vvP1hwPpepSeNArUtuGh4,351099
0.636,0.76,8,-9.14,0,0.372,0.0143,0.01,0.516,0.404,128.008,spotify:track:4iYkqgjoNwoSXTaVACNetW,247012
0.653,0.931,6,-5.886,1,0.047,0.00477,0.608,0.296,0.211,128.009,spotify:track:4G0umjgADSAcLf7r1XFNCa,300110
0.784,0.747,11,-4.963,0,0.0532,0.0438,0.000453,0.0718,0.7,127.962,spotify:track:3dlaQUMLUNsonA6VmQwrc5,172800
0.666,0.952,3,-2.492,1,0.0359,0.0318,0.678,0.216,0.622,128.076,spotify:track:2WaA5bVXcIqqpz9j0gd7qK,166875
0.704,0.793,8,-2.266,1,0.0591,0.0488,0.0,0.575,0.412,127.96,spotify:track:6T27IN7Ai94BeDv6PPCmoC,199680
0.708,0.906,0,-3.944,0,0.0412,0.0358,0.154,0.116,0.691,127.997,spotify:track:2iMO8ADvtYXKd9Ge6WKUCJ,209093
0.613,0.792,8,-2.971,0,0.103,0.000356,0.00139,0.0848,0.646,128.006,spotify:track:11HMrY3pmoKx1V7cPnEtm0,285173
0.502,0.924,0,-4.955,1,0.11,0.00183,0.0,0.292,0.424,129.976,spotify:track:2BXrFhng9C4diq4Tjae2oR,189666
0.703,0.897,6,-5.205,0,0.0424,0.00157,0.0274,0.402,0.427,128.062,spotify:track:0AMsdvgkjqnA5Taeq8oCMU,217133
0.623,0.911,3,-4.069,0,0.206,0.164,0.0,0.13,0.789,124.936,spotify:track:07S7ulcZEc7xeOOmMyiORY,191121
0.635,0.827,11,-7.541,0,0.0583,0.211,0.00719,0.0947,0.272,149.974,spotify:track:1CTNJ1q04w5kFJE70ZLCMp,197962
0.709,0.734,5,-7.273,1,0.0353,0.00392,0.0,0.385,0.556,127.95,spotify:track:4VnGFGjO9HH5OgEDA9VvVR,213073
0.77,0.823,1,-3.713,1,0.038,0.224,2.71e-05,0.0913,0.58,125.975,spotify:track:6CuDGNCQVx5tNEccqsOPJz,211726
0.454,0.863,11,-4.992,0,0.04,0.00371,0.0275,0.0947,0.569,128.002,spotify:track:477JClr5vzgSTVLm8gVTfp,217559
0.571,0.91,2,-2.925,1,0.0467,0.107,0.0,0.264,0.49,127.987,spotify:track:7HKzBOp0gjgxLkrMs9OAJ5,162150
0.498,0.862,7,-6.02,0,0.0589,0.000313,0.00941,0.352,0.47,128.034,spotify:track:3aQz0z86zrKjd1mcZlonxE,192294
0.588,0.932,5,-3.882,0,0.0717,0.00346,0.0,0.114,0.572,129.961,spotify:track:21yRkWUb2mgCoI5dLXj8RG,231957
0.734,0.794,1,-5.897,1,0.0414,0.0436,1.38e-06,0.214,0.368,128.084,spotify:track:15kpbj95JXuxQgEYcg5g80,208493
0.692,0.816,0,-4.724,1,0.0516,0.0265,0.000684,0.32,0.794,126.989,spotify:track:2i4jGe5A43xlRpiW1DJWRI,218480
0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,spotify:track:7o2CTH4ctstm8TNelqjb51,354520
0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,spotify:track:78lgmZwycJ3nzsdgmPPGNx,146250
0.655,0.914,0,-3.774,0,0.127,0.00206,0.0215,0.35,0.713,127.971,spotify:track:0b2qFfvefIpR2vCcBA5lOF,205498
0.62,0.777,9,-5.674,0,0.238,0.000714,0.00882,0.147,0.6,126.986,spotify:track:7Ki042RCrkOxG9boiMPwIg,313618
0.786,0.696,9,-5.796,0,0.0428,0.0234,0.0019,0.0839,0.306,121.974,spotify:track:4Jv7lweGIUOFQ7Oq2AtAh9,280070
0.611,0.785,0,-4.432,0,0.0346,0.0127,0.00325,0.125,0.414,129.972,spotify:track:6ii7kTrjostB8G21X9S6P0,243413
0.666,0.876,3,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884,spotify:track:7ks6AZmFcm3Y6PGGxGSmlB,194840
0.597,0.922,6,-5.69,1,0.149,0.0179,0.0,0.364,0.726,127.844,spotify:track:0vgWM2lDIYxbEpr8jklmph,234429
0.77,0.817,8,-5.485,1,0.0589,0.0472,0.0,0.272,0.961,122.017,spotify:track:2iHuZ0i6Tv4JrADOK6Wjkz,197059
0.655,0.719,9,-6.012,0,0.0397,0.147,0.0,0.0928,0.513,128.051,spotify:track:5BLauLE8ZAVHEWTRwjHpXN,187801
0.8,0.734,10,-5.149,0,0.119,0.0573,0.0,0.0787,0.692,128.03,spotify:track:7FWWC9hksKDRw0AmlYpBt5,180077
0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,spotify:track:4h8VwCb1MTGoLKueQ1WgbD,247427
0.645,0.88,1,-4.876,0,0.251,0.0259,0.0,0.491,0.532,129.976,spotify:track:1P3Rsz8hh3w3arUZVpAGY2,167379
0.693,0.849,1,-3.259,0,0.189,0.0668,0.0,0.69,0.599,128.971,spotify:track:5KIRK2Pa6w8EwDgfxB2sqd,245920
0.563,0.963,6,-3.55,0,0.0403,0.00154,0.0,0.0735,0.492,127.934,spotify:track:6ly1zQVkMzYC9PYL9g5utY,171998
0.68,0.871,0,-2.69,1,0.0349,0.00333,3.04e-05,0.184,0.401,129.978,spotify:track:3KreXAIkcw68QN01938oSR,188077
0.586,0.884,8,-5.73,1,0.188,0.00151,0.0,0.328,0.285,132.03,spotify:track:4f9A306GspUxcbLxR8Tqpv,196972
0.702,0.857,0,-6.031,0,0.0345,0.014,1.73e-05,0.306,0.731,130.003,spotify:track:5rKey4QfJ5B37qU8d2xS7Q,220128
0.675,0.958,11,-4.208,0,0.0611,0.17,0.0,0.965,0.813,128.006,spotify:track:2HHyqgKE4f1BOhJmMfkVF4,201840
0.44,0.83,0,-4.485,0,0.234,0.109,0.0,0.0456,0.378,129.963,spotify:track:3yKB5nwr7nTdJPbng8ZXhD,201279
0.822,0.749,7,-5.563,1,0.0285,0.0697,0.000273,0.0732,0.707,130.005,spotify:track:6h89vMWcUdukHrlEPNHX9f,196453
0.766,0.945,11,-2.517,0,0.0667,0.00992,0.493,0.101,0.359,130.009,spotify:track:7hfOe922SDFchmKfNPjle8,165045
0.736,0.929,7,-5.89,0,0.0674,0.00237,1.11e-05,0.402,0.658,125.03,spotify:track:7gWSWDBriMK7YKefAe4NMP,206461
0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014,spotify:track:1ve0SgTZkv3wdggJLqtBYU,262147
0.732,0.989,5,-4.172,0,0.0483,0.102,0.748,0.0551,0.684,127.984,spotify:track:7c8oG0bHh9WCTRYKCiUudb,210000
0.673,0.704,9,-6.81,1,0.251,0.000952,0.00085,0.133,0.729,171.898,spotify:track:73ACPH1HBxaFvjbPqvs5O2,234208
0.703,0.684,8,-6.532,1,0.0778,0.00164,0.000378,0.0744,0.217,126.027,spotify:track:5MnkhumYJRLvLdEzIqkfWy,346930
0.687,0.866,9,-4.346,0,0.16,0.00768,0.0,0.37,0.682,127.001,spotify:track:792NyTUEYZD6jPAARVD9s9,228200
0.747,0.872,8,-4.233,1,0.0355,0.0742,0.00039,0.149,0.882,128.013,spotify:track:0dPzUTUok3gGHNXFDGhe50,231562
0.641,0.915,11,-5.356,0,0.0679,0.0105,0.714,0.0916,0.484,129.933,spotify:track:022bp5oecOlSvWC6Y79P8X,209797
0.662,0.819,6,-4.609,1,0.124,0.00537,0.0,0.0498,0.801,122.951,spotify:track:3RLC8jJmDOZwrJ5izaISXr,210200
0.754,0.815,5,-5.957,0,0.0566,0.00613,0.00813,0.0571,0.395,127.994,spotify:track:093R3MmcdzPTm6FPQsjMli,270309
0.709,0.905,5,-4.829,0,0.0618,0.109,2.38e-06,0.0809,0.893,130.087,spotify:track:1h20zjxugwx9C4iz0gWtez,188222
0.736,0.848,1,-3.635,0,0.068,0.041,4.96e-06,0.0316,0.624,124.987,spotify:track:0jaFadjn9PwHr8ZcqhZmAH,205640
0.546,0.916,8,-3.932,1,0.255,0.00144,4.34e-06,0.251,0.375,129.983,spotify:track:5xYC48nOppVemY6U5GRGTb,210853
0.681,0.924,6,-7.387,1,0.0621,0.0433,0.0,0.123,0.746,129.964,spotify:track:3vVoZZfbnjRveEvO53XEvb,202997
0.738,0.901,8,-4.792,1,0.0335,0.039,0.0,0.0801,0.963,128.017,spotify:track:3nD0igi5lTkT28uXlovkJ3,197155
0.746,0.944,5,-2.959,0,0.0951,0.113,0.354,0.343,0.553,127.977,spotify:track:5X1AUaISN82uhF5DA7Ea3K,185625
0.467,0.898,7,-5.471,0,0.108,0.0251,0.0,0.364,0.636,128.002,spotify:track:7tFpEoJIkQDiKqhDA85w1d,187664
0.611,0.896,1,-4.844,1,0.0852,0.00396,0.000244,0.341,0.124,128.03,spotify:track:1nRSJ94aBHHxzQ7CP9GlEh,179002
0.799,0.783,1,-3.896,0,0.0322,0.0346,0.0186,0.0757,0.586,127.041,spotify:track:1AguHaKOuggrVTebp7cZEI,184573
0.742,0.9,8,-3.537,0,0.0487,0.00176,2.81e-05,0.31,0.252,128.007,spotify:track:7rGKSkQMlwlmGsyiJVMvCw,207596
0.628,0.88,6,-1.754,1,0.035,0.0111,0.0116,0.0558,0.478,128.001,spotify:track:2F6ZYgrwPH651KmXFYqdqA,183560
0.591,0.931,3,-2.867,1,0.0967,0.00763,0.000216,0.153,0.17,129.975,spotify:track:2TcZ05FR0xQWZOaFWyRWUt,162462
0.592,0.942,3,-6.472,1,0.105,0.026,0.0,0.31,0.583,149.966,spotify:track:7K0FdXdM3jP3h0jrN6yoyW,191067
0.49,0.811,1,-2.524,0,0.044,0.0896,0.0,0.0898,0.547,125.965,spotify:track:2FatjqsPYKK8C6WxBgzGxI,200992
0.37,0.823,2,-6.245,1,0.0805,0.00234,1.91e-06,0.174,0.323,128.008,spotify:track:2YBnNbMOUUSkqncnQgkqST,195480
0.813,0.627,11,-5.018,0,0.0486,0.076,0.000616,0.131,0.801,130.011,spotify:track:1B3t5xC2jzTgjDOwawchu8,195853
0.596,0.952,7,-4.364,1,0.0873,0.00131,0.0,0.598,0.571,127.945,spotify:track:7B1Dl3tXqySkB8OPEwVvSu,234360
0.778,0.783,4,-6.557,0,0.059,0.00249,2.42e-05,0.332,0.534,128.019,spotify:track:2G8CsxT86O78UeObH82ujP,218186
0.55,0.598,7,-5.42,1,0.0348,0.0321,0.0,0.207,0.249,130.03,spotify:track:4SDgoi2C9n4SrUcwesMRfg,204927
0.645,0.946,3,-5.304,0,0.0704,0.0415,5.31e-05,0.131,0.427,130.003,spotify:track:3JkvLhhG831MahIuGtkkNk,194931
0.858,0.758,10,-7.05,1,0.0493,0.024,0.366,0.406,0.751,129.993,spotify:track:1wZIQAaB4nxV8FC3X8FLBI,300679
0.745,0.881,6,-5.157,0,0.0466,0.0051,0.789,0.0443,0.619,130.003,spotify:track:2L3532JCX8lU7tRk0c5FCn,267308
0.56,0.731,8,-5.727,1,0.0481,0.00311,1.79e-05,0.201,0.519,127.962,spotify:track:7i0Ygv8i2z8wyQasGQWE3O,215733
0.802,0.781,0,-6.564,1,0.0368,0.0075,0.825,0.147,0.622,125.026,spotify:track:41KPpw0EZCytxNkmEMJVgr,169920
0.605,0.793,7,-3.084,0,0.297,0.0825,0.0,0.124,0.647,184.032,spotify:track:68Cttjj02Slyyqw79XVLBN,196640
0.605,0.793,7,-3.084,0,0.297,0.0825,0.0,0.124,0.647,184.032,spotify:track:68Cttjj02Slyyqw79XVLBN,196640
0.605,0.793,7,-3.084,0,0.297,0.0825,0.0,0.124,0.647,184.032,spotify:track:68Cttjj02Slyyqw79XVLBN,196640
0.605,0.793,7,-3.084,0,0.297,0.0825,0.0,0.124,0.647,184.032,spotify:track:68Cttjj02Slyyqw79XVLBN,196640
0.559,0.916,11,-3.068,1,0.0626,0.0453,1.26e-05,0.224,0.195,128.012,spotify:track:0NKH1bGsvz2g0VWJDGXnUd,215295
0.725,0.879,11,-3.336,0,0.0551,0.0119,3.5e-05,0.367,0.638,128.03,spotify:track:4PQA5I8Qf99He3SBKtl4Tf,192667
0.654,0.868,8,-5.181,1,0.0387,0.000485,9.02e-05,0.34,0.659,129.978,spotify:track:3B7eqcxFfW7jhoCFCCP8Ll,194642
0.752,0.872,6,-4.186,1,0.117,0.12,0.0,0.234,0.677,123.888,spotify:track:5gK6vM9QeVerf07PHsnGCd,195960
0.439,0.478,9,-10.942,1,0.202,0.0303,0.0,0.241,0.335,85.059,spotify:track:7HJvs0EbLgiLEyqa6UuQwk,297933
0.279,0.871,4,-7.599,1,0.072,0.00371,1.62e-06,0.143,0.618,146.812,spotify:track:7uiqqtFamY6GFmkpJ21yAo,270560
0.533,0.723,1,-4.119,0,0.0679,0.299,0.0,0.268,0.299,142.023,spotify:track:5qs5ALRdflQsss1CTVQdcm,239789
0.518,0.784,2,-5.048,0,0.0783,0.139,0.0,0.113,0.466,88.952,spotify:track:4HR9LaChPqIBfJ0n0ef9lU,227839
0.953,0.41,1,-6.543,1,0.0705,0.175,0.0,0.0768,0.718,121.074,spotify:track:1sCxVKWImDZSZKvG0U9B23,214648
0.769,0.813,0,-5.9,0,0.143,0.429,0.0,0.0952,0.567,92.985,spotify:track:4RepvCWqsP6zBuzvwYibAS,269187
0.817,0.599,0,-9.249,0,0.0328,0.132,0.000311,0.0873,0.548,108.873,spotify:track:2KH16WveTQWT6KOG9Rg6e2,245640
0.348,0.751,0,-12.823,1,0.0494,0.0699,0.000738,0.208,0.886,156.509,spotify:track:6uU5OBhGUE1ngSKDj4wtoq,172733
0.719,0.529,5,-4.095,1,0.0298,0.0473,2.9e-06,0.113,0.942,106.959,spotify:track:6YGA92lyFQAet21S92EJ2X,208760
0.452,0.563,4,-6.607,1,0.0272,0.144,0.0,0.143,0.209,137.715,spotify:track:3ZHfX6kbiY7JVsB63lLOLu,267653
0.624,0.46,6,-6.403,0,0.287,0.126,0.0,0.0871,0.643,166.033,spotify:track:7KBRrsHVatf3UtagDOS9tY,234213
0.318,0.914,0,-4.147,1,0.279,0.000958,8.98e-05,0.368,0.323,187.773,spotify:track:3IEHJ5lWMxExmrn2zlhcVu,192560
0.828,0.794,6,-7.751,0,0.0699,0.0816,5.34e-06,0.614,0.509,127.987,spotify:track:5bitEcj72xFL3yv9ZS5fkE,307640
0.826,0.679,5,-4.086,1,0.192,0.115,0.0,0.141,0.829,94.062,spotify:track:5qtkvVNDdfCT7QAW726uvO,273067
0.606,0.957,2,-3.404,1,0.0812,0.00117,0.000295,0.14,0.603,105.109,spotify:track:0mXKsmuLaSnzfitYEGQDaq,213800
0.485,0.918,0,-3.783,1,0.0524,0.000242,6.09e-06,0.107,0.643,133.575,spotify:track:6L1MZag7xf7izfZSs4dEoa,196600
0.743,0.962,11,-3.205,0,0.0628,0.00431,0.645,0.351,0.646,127.995,spotify:track:4dawIHnVQTmIp8S7a0992j,270000
0.601,0.811,8,-5.779,1,0.158,0.304,0.0,0.523,0.5,106.977,spotify:track:7eYAvYuZsa9IeQ4VCdls83,270000
0.399,0.672,0,-5.506,1,0.05,0.584,2.45e-05,0.118,0.285,142.215,spotify:track:2XRCxFtPqSsnY94jZCFuYu,283467
0.415,0.11,1,-14.901,1,0.0388,0.951,0.00234,0.0962,0.234,81.876,spotify:track:0bZ52QzCCKfrfOqs7za6lI,240147
0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,spotify:track:6t6oULCRS6hnI7rm0h5gwl,277040
0.579,0.941,9,-4.029,0,0.0873,0.00623,0.0,0.107,0.524,120.06,spotify:track:4zEULD8iaJhK3Cs8oVkMSx,179496
0.443,0.459,2,-7.463,1,0.0617,0.348,5.46e-05,0.0958,0.177,174.57,spotify:track:7uXlwCbW8Q2zgc7WBTKJoq,212197
0.714,0.182,4,-12.267,0,0.537,0.846,0.0656,0.102,0.155,116.993,spotify:track:6BdZYdhqLmAVIf3hZxfwCx,279980
0.475,0.652,6,-7.38,0,0.0383,0.0388,5.19e-06,0.0999,0.3,89.821,spotify:track:4NtcojKRdDC5AL9PtxlAQN,179541
0.733,0.672,4,-5.047,0,0.0427,0.0308,0.0,0.163,0.463,109.007,spotify:track:57Y51hxqMn2j3dosW75R6n,183991
0.607,0.449,0,-8.785,0,0.027,0.234,7.31e-06,0.208,0.142,129.947,spotify:track:3kXqUXnukwkpsxhW8emNC0,174577
0.693,0.612,4,-6.665,0,0.0941,0.117,0.0,0.0905,0.316,104.014,spotify:track:7CiatbFJpSnXnbCiVaGlm0,175083
0.669,0.832,10,-4.014,1,0.075,0.0424,3.89e-06,0.111,0.582,114.046,spotify:track:4UPyr3Tep8idtAmisAu1qs,217625
0.637,0.843,5,-5.413,1,0.0432,0.0151,0.0,0.0876,0.434,109.012,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,220733
0.422,0.745,8,-4.632,1,0.0378,0.221,0.0,0.0981,0.588,95.487,spotify:track:6cAKeFFYW2aClZSUyvqAEW,193447
0.328,0.631,11,-4.346,0,0.0476,0.26,0.0,0.269,0.546,156.559,spotify:track:2xI4CmkT6Bl4s5b4qggcgU,185237
0.66,0.931,3,-3.038,0,0.0764,0.0103,0.0,0.181,0.362,129.981,spotify:track:06bUBaq3PKtjc6DvHN6uiX,177539
0.54,0.68,9,-7.851,0,0.0299,0.000356,0.000254,0.112,0.221,127.988,spotify:track:6x508kWYHYLgVIZv6rnufC,180000
0.521,0.918,10,-4.517,1,0.123,0.00566,0.0,0.11,0.755,86.954,spotify:track:2GdIKPluDT6hT3xBxxKiUK,176261
0.877,0.658,11,-6.055,0,0.132,0.163,0.0,0.0967,0.693,123.994,spotify:track:7M16mAuWuFA5rC9HvkXaGx,211935
0.643,0.614,2,-12.878,1,0.0279,0.25,7.17e-06,0.214,0.891,93.982,spotify:track:6tXnRSvuNgOq4QcxpIN54r,224467
0.518,0.575,5,-4.616,1,0.0302,0.0259,0.0,0.109,0.209,120.019,spotify:track:5ELRkzdzz0HvGpMDlfZHkV,340707
0.915,0.656,7,-2.827,1,0.0716,0.00299,0.0,0.324,0.642,112.243,spotify:track:06wOQGz4bGB7HETrIjpIep,290227
0.436,0.778,4,-6.531,1,0.0476,0.0101,0.697,0.104,0.237,120.125,spotify:track:1J40GYEtVWq0IAKWjyFU4h,277899
0.548,0.294,10,-17.112,1,0.0333,0.332,3.34e-06,0.0392,0.491,76.698,spotify:track:5tawGZuoaKGinhLIn9U5X4,256173
0.65,0.371,0,-13.623,0,0.026,0.457,0.0116,0.102,0.561,102.583,spotify:track:1Yc2k9b9PNZSB6P5S53SPC,198800
0.447,0.592,6,-3.015,0,0.0319,0.0575,4.47e-06,0.13,0.283,78.039,spotify:track:5l6hpyTGBK0LAAxgPnqTQL,266773
0.648,0.688,9,-4.671,1,0.0282,0.0251,3.08e-06,0.149,0.937,111.854,spotify:track:6vvYOBxKmCvUSEQgxdZiAq,198240
0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,spotify:track:3l9CW99AHtExIRV4hW2N5m,211520
0.61,0.893,9,-3.681,1,0.0921,0.154,4.41e-05,0.021,0.673,104.031,spotify:track:1j8z4TTjJ1YOdoFEDwJTQa,296520
0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,spotify:track:5hHudNsfZXmdgefWxAX2LG,182693
0.853,0.808,0,-6.494,1,0.0575,0.331,5.44e-06,0.0643,0.729,96.02,spotify:track:1gLJyv9IKK32JoAYf7rLra,192560
0.323,0.839,1,-7.35,1,0.0503,0.315,0.000313,0.348,0.543,136.232,spotify:track:7KA66zSwthBv5X9bNQEeX1,227627
0.449,0.901,6,-7.711,1,0.0526,0.141,0.0675,0.128,0.696,125.148,spotify:track:4MhTFsyqIJnjsOweVcU8ug,356400
0.54,0.801,2,-3.733,1,0.0475,0.0845,0.0,0.221,0.577,83.979,spotify:track:0ifIudDeWelhhKzNqP12jm,224855
0.631,0.891,0,-4.202,1,0.0998,0.00368,0.00124,0.157,0.677,119.96,spotify:track:3Q7jFW6nxqhwbUctqqthSa,243040
0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,spotify:track:7LRMbd3LEoV5wZJvXT1Lwb,214667
0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,208400
0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,spotify:track:57bgtoPSgt236HzfBOd8kj,292880
0.307,0.429,5,-11.054,1,0.0333,0.211,0.0,0.391,0.582,199.787,spotify:track:1K89oHPxT4wRg5ocaDLq3J,254720
0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,0.958,117.656,spotify:track:3L7RtEcu1Hw3OXrpnthngx,236920
