name,artist_1,artist_2,uri,year,popularity,explicit,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,words_lyrics
Stayin' Alive - Remastered Version,Bee Gees,,spotify:track:3LmpQiFNgFCnvAnhhvKUyI,2004,0,False,285200,0.675,0.899,10,-6.124,0,0.0418,0.0696,0.000139,0.33,0.91,103.683,Pending
Everybody Plays the Fool,The Main Ingredient,,spotify:track:3DkqEHCCqlkknDfksHWWu0,2005,49,False,202253,0.485,0.641,3,-8.752,1,0.0418,0.704,9.92e-05,0.159,0.855,168.645,Pending
Shake Your Body (Down to the Ground) - Single Edit,The Jacksons,,spotify:track:6lSVidZXCnOnYAWcgIqVDF,2005,55,False,224893,0.774,0.803,0,-4.959,1,0.0877,0.0307,0.0,0.347,0.813,117.779,Pending
Lady Marmalade,Patti LaBelle,,spotify:track:3GGcwG519BTMdvMeFy7meT,1982,56,False,235267,0.571,0.654,2,-11.034,0,0.0501,0.551,0.0,0.0599,0.947,117.955,Pending
Walk On the Wild Side,Lou Reed,,spotify:track:5p3JunprHCxClJjOmcLV8G,1972,73,False,254173,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,Pending
Jolene,Dolly Parton,,spotify:track:2SpEHTbUuebeLkgs9QB7Ue,1974,72,False,161533,0.674,0.537,1,-10.971,0,0.0363,0.566,0.0,0.131,0.809,110.578,Pending
Southern Nights,Glen Campbell,,spotify:track:7kv7zBjMtVf0eIJle2VZxn,1977,67,False,180027,0.697,0.813,11,-8.89,0,0.0315,0.0989,0.0232,0.583,0.85,95.301,Pending
Use Me,Bill Withers,,spotify:track:1k2ybm1oz7rVPchTKCgMMz,2013,43,False,222533,0.767,0.666,11,-10.223,0,0.0545,0.0422,0.00276,0.0743,0.937,154.51,Pending
Because the Night,Patti Smith,,spotify:track:0lIoY4ZQsdn5QzhraM9o9u,1978,65,False,204800,0.466,0.763,11,-7.748,0,0.0391,0.0542,0.0,0.119,0.473,123.539,Pending
Don't Bring Me Down,Electric Light Orchestra,,spotify:track:7rjMG5Lm94fEdQ9XxD5WLg,2011,49,False,243867,0.637,0.858,2,-6.917,1,0.0338,0.133,0.000557,0.0652,0.798,115.696,Pending
I Want You Back,The Jackson 5,,spotify:track:3tSi6iFO9yLGIYIqMEgjC9,2000,60,False,179227,0.67,0.584,8,-8.325,1,0.034,0.439,0.00614,0.178,0.944,98.185,Pending
Heart Of Glass - Special Mix,Blondie,,spotify:track:0a4agFmqHXxcZl1nho1BxM,1981,69,False,275733,0.694,0.577,4,-14.63,1,0.0308,0.015,0.00836,0.0853,0.845,114.478,Pending
Just the Way You Are,Billy Joel,,spotify:track:20NBVwyVDqpcyQQ36ygcI6,2001,43,False,288760,0.582,0.455,7,-9.023,1,0.037,0.699,7.87e-06,0.138,0.462,139.126,Pending
This Is It,Kenny Loggins,,spotify:track:0YO8KsprTrEUEvJevpI7Na,1979,53,False,236733,0.641,0.497,7,-12.228,0,0.029,0.254,2.15e-06,0.158,0.743,102.274,Pending
Carry on Wayward Son,Kansas,,spotify:track:2SUpC3UgKwLVOS2FtZif9N,2010,61,False,322093,0.452,0.788,7,-5.712,1,0.0326,0.00283,0.000116,0.441,0.793,126.739,Pending
Let's Stay Together,Al Green,,spotify:track:7kWhdmRYv8CqbWNqfojqVd,1972,0,False,199400,0.746,0.273,5,-16.63,1,0.0573,0.606,0.0168,0.0526,0.502,101.952,Pending
Fire,The Pointer Sisters,,spotify:track:65lHwG8JFJs67PnOUhCYPq,1978,55,False,210640,0.65,0.615,1,-9.332,1,0.0342,0.201,0.00235,0.0805,0.637,118.294,Pending
Let's Be Friends,Johnny Nash,,spotify:track:6glYJG0uJzgxy6qAyqJmGb,1996,31,False,173707,0.845,0.405,7,-12.035,1,0.0697,0.754,1.06e-05,0.197,0.751,95.61,Pending
50 Ways to Leave Your Lover,Paul Simon,,spotify:track:7bdDULyOUqNyWu6XPeAnSO,2007,48,False,208160,0.816,0.383,7,-12.398,1,0.064,0.19,4.19e-05,0.0974,0.341,101.631,Pending
Long Train Runnin' - 2006 Remaster,The Doobie Brothers,,spotify:track:27YtiJUAxOWlc4BossxNea,1976,44,False,206573,0.575,0.708,7,-15.104,0,0.0377,0.0925,0.00791,0.207,0.884,117.347,Pending
My Sweet Lord - Remastered 2014,George Harrison,,spotify:track:0qdQUeKVyevrbKhAo0ibxS,1970,75,False,281227,0.537,0.701,1,-8.913,0,0.0335,0.0972,0.0,0.0832,0.583,120.919,Pending
Me and Bobby McGee,The Full Tilt Boogie Band,,spotify:track:6okidOnyJoJ99FTaK4aeai,1973,0,False,269493,0.431,0.5,2,-9.918,1,0.0417,0.282,7.58e-05,0.148,0.659,93.164,Pending
Bohemian Rhapsody - Remastered 2011,Queen,,spotify:track:7tFiyTwD0nx5a1eklYtX2J,1975,72,False,354320,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,Pending
You Sexy Thing,Hot Chocolate,,spotify:track:714hERk9U1W8FMYkoC83CO,1975,70,False,244920,0.791,0.734,5,-5.464,1,0.0629,0.522,0.00165,0.167,0.962,105.854,Pending
I Can Help,Billy Swan,,spotify:track:5J9DSJl3OLV8AqYm4rPa2x,1975,34,False,237947,0.472,0.685,0,-9.048,1,0.0495,0.503,0.0258,0.163,0.518,125.306,Pending
If You Don't Know Me by Now (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes,Teddy Pendergrass,spotify:track:3oI95Uihdvu7uCiirC1DQA,1995,30,False,205573,0.467,0.371,11,-12.514,1,0.0322,0.659,6.67e-05,0.756,0.478,93.681,Pending
Off the Wall,Michael Jackson,,spotify:track:3zYpRGnnoegSpt3SguSo3W,1979,61,False,246000,0.827,0.595,3,-13.909,0,0.0565,0.182,0.0,0.0785,0.921,118.741,Pending
Lean on Me,Bill Withers,,spotify:track:5zCJvrT3C7cIfHsR5iG95l,1994,51,False,257533,0.615,0.234,0,-11.8,1,0.0536,0.812,5.84e-06,0.161,0.412,75.188,Pending
Go Your Own Way - 2004 Remaster,Fleetwood Mac,,spotify:track:07GvNcU1WdyZJq3XxP0kZa,1977,74,False,223613,0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448,Pending
It Never Rains in Southern California,Albert Hammond,,spotify:track:6tunhVGD8C05MZNjSVIsjw,1972,62,False,233507,0.626,0.565,9,-10.027,1,0.0271,0.124,0.0,0.0811,0.924,116.61,Pending
I Think I Love You,The Partridge Family,,spotify:track:2hb6LFp0TwBjkhf37od4G3,2005,42,False,173400,0.432,0.471,3,-12.26,1,0.0473,0.422,0.0,0.141,0.783,203.27,Pending
Get Down Tonight,KC & The Sunshine Band,,spotify:track:4msPRe3NEDVL6dsBcE7AhL,1994,50,False,315745,0.669,0.754,10,-12.223,1,0.0279,0.134,0.0069,0.46,0.906,112.683,Pending
Brand New Key,Melanie,,spotify:track:3tm6LVXZJg0lG4hQm5ytrT,1999,50,False,144867,0.667,0.412,1,-7.544,1,0.0353,0.817,0.0,0.107,0.82,83.816,Pending
Blame It on the Boogie,The Jacksons,,spotify:track:2JPhjahxid1Y6nv6keJ3q2,2004,54,False,210293,0.76,0.77,5,-6.797,0,0.099,0.073,0.0,0.109,0.895,113.272,Pending
Let's Get It On,Marvin Gaye,,spotify:track:0jHkgTtTaqg5LNCiYDQPUB,1973,58,False,290960,0.55,0.611,3,-10.657,1,0.0443,0.0392,0.0,0.0631,0.626,168.512,Pending
Give the People What They Want,The O'Jays,,spotify:track:1PpqJwngLvPd0VotrqusQm,1972,0,False,250667,0.692,0.843,7,-6.003,0,0.266,0.0917,0.0,0.627,0.871,97.863,Pending
Oye Como Va,Santana,,spotify:track:2x3mxqBudSUL4Vdewn32YL,2013,32,False,256760,0.732,0.52,7,-7.393,1,0.0435,0.333,0.507,0.0874,0.959,128.3,Pending
Roll with the Changes,REO Speedwagon,,spotify:track:5V1Lf3KHwcoLTInrP93cqc,2004,36,False,336907,0.465,0.879,0,-6.649,1,0.0421,0.00513,2.25e-06,0.156,0.703,93.67,Pending
So Far Away,Carole King,,spotify:track:4HHge4zAyIw3pkrtFzmwCl,1971,59,False,235627,0.49,0.172,2,-14.251,1,0.0372,0.897,3.32e-05,0.0753,0.361,143.837,Pending
Alone Too Long,Daryl Hall & John Oates,,spotify:track:4rmrkMGQRhjU66zcf37fy6,1975,39,False,199800,0.475,0.694,9,-10.845,1,0.0449,0.185,0.00024,0.156,0.961,160.481,Pending
Boogie Wonderland,"Earth, Wind & Fire",The Emotions,spotify:track:2uIjioli5S9latMAPIbUCg,2014,44,False,288600,0.803,0.763,2,-10.785,0,0.0359,0.0895,0.00869,0.0283,0.963,131.714,Pending
My Sharona,The Knack,,spotify:track:1HOMkjp0nHMaTnfAkslCQj,1979,71,False,295400,0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245,Pending
East Bound and Down,Jerry Reed,,spotify:track:4ubYnxmt3qW3wZdqMZbqOh,1995,53,False,166733,0.518,0.913,7,-10.616,1,0.0559,0.369,0.0,0.289,0.774,121.65,Pending
Amie,Pure Prairie League,,spotify:track:1mqydO6xMtyTPa8yo1SdVr,1999,52,False,260933,0.553,0.449,9,-11.722,1,0.0292,0.567,0.0,0.0892,0.423,88.788,Pending
"I Want You to Want Me - Live at Nippon Budokan, Tokyo, JPN - April 1978",Cheap Trick,,spotify:track:6hnCx2jmD0RPkbtzUXSBn4,2004,49,False,223667,0.338,0.887,2,-8.873,1,0.0438,0.00962,0.011,0.556,0.399,206.255,Pending
Wheel in the Sky,Journey,,spotify:track:6DXv7vJPrDRxo3Lnh4bacS,2001,48,False,252640,0.483,0.764,2,-7.039,0,0.06,0.068,2.42e-06,0.126,0.399,105.694,Pending
Me and Mrs. Jones,Billy Paul,,spotify:track:4sj8qFcEDnRPNv3tBbUVUf,1972,0,False,285760,0.303,0.555,0,-9.259,0,0.0482,0.388,1.16e-06,0.468,0.447,67.322,Pending
Suspicious Minds - Remastered,Elvis Presley,,spotify:track:3rSsfex84o72wsK1rTWOo1,2007,47,False,270773,0.482,0.505,7,-6.465,1,0.0287,0.0424,2.96e-06,0.555,0.719,116.387,Pending
Without You,Harry Nilsson,,spotify:track:7vqubB6rY1NpGVGpHYobbQ,1967,0,False,202027,0.441,0.212,4,-13.657,1,0.0287,0.556,5.52e-06,0.0578,0.124,65.311,Pending
Baby Don't Get Hooked on Me,Mac Davis,,spotify:track:4z51Gf7Ppt9Lmu5zmnUIz9,1972,50,False,183933,0.495,0.307,9,-18.168,1,0.0403,0.26,5.21e-05,0.103,0.802,80.97,Pending
Margaritaville,Jimmy Buffett,,spotify:track:57FvuUotRyzRl8hwIhCVuO,1985,50,False,249200,0.793,0.474,2,-15.903,1,0.0378,0.634,0.00051,0.0951,0.842,125.143,Pending
Thank You (Falettinme Be Mice Elf Agin) - Single Version,Sly & The Family Stone,,spotify:track:74iQ3gahRTOGc19bYadBE3,1970,51,False,291320,0.9,0.709,9,-12.683,1,0.0636,0.296,0.00047,0.0863,0.897,105.822,Pending
Sweet Home Alabama,Lynyrd Skynyrd,,spotify:track:7e89621JPkKaeDSTQ3avtg,1974,80,False,283800,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,Pending
Brighton Rock - Remastered 2011,Queen,,spotify:track:4ObxJP7kYUkBqpiklCzrBo,1974,42,False,310013,0.352,0.842,11,-9.168,0,0.389,0.361,0.0142,0.79,0.351,138.109,Pending
"American Woman - 7"" Single Version",The Guess Who,,spotify:track:5LPGZnsy07YNxeuTI1X3RT,2003,49,False,231640,0.538,0.841,9,-7.547,1,0.0375,0.0424,0.00178,0.312,0.881,93.077,Pending
Anaconda,Nicki Minaj,,spotify:track:5eqiMMbaeUZ32Q7sS00H35,2014,67,True,260240,0.964,0.605,9,-6.223,1,0.179,0.0668,7.78e-06,0.214,0.646,129.994,Pending
Baba O'Riley - Remix,The Who,Andy Macpherson,spotify:track:0TzCim4sBQZ9N0AAG25lOM,1971,39,False,308693,0.404,0.589,5,-11.131,1,0.0396,0.364,0.0512,0.196,0.129,117.952,Pending
Barracuda,Heart,,spotify:track:4f2QcB0RYGz70dXGjvpR0w,2002,0,False,262507,0.538,0.908,4,-6.277,0,0.0435,0.00293,0.124,0.123,0.665,137.416,Pending
When Will I See You Again,The Three Degrees,,spotify:track:2k3b3uzuEQJLmSV9BlSZTM,1996,44,False,178097,0.542,0.595,9,-10.944,1,0.0337,0.576,0.00556,0.344,0.777,120.645,Pending
Two Out of Three Ain't Bad,Meat Loaf,,spotify:track:2ph0hzV1kCVhR82E2La4q5,1977,59,False,324440,0.586,0.48,9,-9.138,1,0.0243,0.385,0.0,0.0947,0.488,79.873,Pending
Wish You Were Here,Pink Floyd,,spotify:track:6iMjntVYkchLBJcqsiSNYZ,2001,43,False,321080,0.501,0.318,7,-13.753,1,0.0509,0.739,0.000528,0.376,0.285,121.633,Pending
I Will Always Love You,Dolly Parton,,spotify:track:6nRvgo4ySezQKD1D7NIqAu,1974,60,False,176093,0.446,0.142,9,-13.498,1,0.0335,0.96,0.00114,0.101,0.156,135.724,Pending
Billie Jean,Michael Jackson,,spotify:track:7J1uxwnxfQLu4APicE5Rnj,1982,59,False,294227,0.932,0.457,11,-9.62,0,0.0541,0.0173,0.0436,0.0414,0.884,117.002,Pending
Caribbean Queen (No More Love On the Run),Billy Ocean,,spotify:track:72dwliDcUH6g2TFiMTEbE9,2017,0,False,244440,0.785,0.671,5,-7.047,1,0.0267,0.176,6.45e-05,0.0955,0.95,113.805,Pending
Faith - Remastered,George Michael,,spotify:track:0HEmnAUT8PHznIAAmVXqFJ,1987,73,False,193200,0.887,0.48,11,-11.994,1,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,Pending
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,,spotify:track:2k1np6GRFvKjgjYfo2g39B,1987,0,False,291293,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.814,Pending
It's Still Rock and Roll to Me,Billy Joel,,spotify:track:7LbOQt7isddrw3Bs3Czl7E,2001,55,False,177267,0.745,0.655,5,-7.589,1,0.166,0.0958,1.99e-06,0.0895,0.582,141.429,Pending
Rock the Casbah,The Clash,Mick Jones,spotify:track:4IMvgp0WZqr9mRqpEvDKxI,1982,5,False,220333,0.793,0.83,9,-12.055,0,0.0687,0.329,0.0,0.106,0.841,129.046,Pending
Dancing In the Dark,Bruce Springsteen,,spotify:track:7FwBtcecmlpc1sLySPXeGE,1984,76,False,241307,0.527,0.942,1,-5.64,0,0.0366,0.0115,0.0,0.188,0.495,148.723,Pending
Material Girl,Madonna,,spotify:track:22sLuJYcvZOSoLLRYev1s5,2009,71,False,240280,0.742,0.883,0,-3.419,1,0.0329,0.333,7.51e-06,0.0964,0.978,136.506,Pending
What I Like About You,The Romantics,,spotify:track:6NdcSEhpGGAYXNnnhGS2s6,1990,64,False,175400,0.542,0.915,9,-9.637,1,0.0549,0.319,5.34e-05,0.171,0.92,159.81,Pending
I Ran,A Flock Of Seagulls,,spotify:track:10zlwR7kvVbD9OBkeZWr3L,2009,50,False,219907,0.537,0.815,2,-6.208,1,0.0348,0.000418,0.807,0.194,0.691,145.424,Pending
Modern Love - Single Version [Remastered],David Bowie,,spotify:track:0IzwEXmCbVDvB6hEzDaSwG,2016,32,False,237920,0.47,0.891,0,-8.687,1,0.0314,0.0023,2.46e-05,0.0581,0.954,91.833,Pending
Take Me Home Tonight,Eddie Money,,spotify:track:63diy8Bzm0pHMAU37By2Nh,1977,52,False,211467,0.622,0.845,1,-5.984,1,0.0324,0.118,0.0,0.0984,0.715,132.752,Pending
Keep on Loving You,REO Speedwagon,,spotify:track:4rcHWl68ai6KvpXlc8vbnE,1980,70,False,200293,0.306,0.722,0,-5.963,1,0.034,0.0519,0.0,0.117,0.41,174.732,Pending
You Shook Me All Night Long,AC/DC,,spotify:track:2SiXAy7TuUkycRVbbWDEpo,1980,78,False,210173,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,Pending
Down Under,Men At Work,,spotify:track:46RVKt5Edm1zl0rXhPJZxz,1996,71,False,220867,0.746,0.79,11,-4.7,0,0.0257,0.0485,0.0261,0.0534,0.891,107.231,Pending
Down Under,Men At Work,,spotify:track:46RVKt5Edm1zl0rXhPJZxz,1996,71,False,220867,0.746,0.79,11,-4.7,0,0.0257,0.0485,0.0261,0.0534,0.891,107.231,Pending
Wishing Well,Terence Trent D'Arby,,spotify:track:3PV8lDsAk1QV2D00voUgnc,1999,30,False,212960,0.861,0.512,10,-9.596,0,0.0612,0.123,0.0,0.104,0.767,104.902,Pending
Girls Just Want to Have Fun,Cyndi Lauper,,spotify:track:2zjt2hHBbiv5SuxYg8Z7eP,2014,66,False,238120,0.707,0.788,6,-5.269,1,0.0333,0.214,0.000571,0.308,0.746,120.465,Pending
9 to 5,Dolly Parton,,spotify:track:07j5RLJHwsm4cUb3GGoW3w,2009,45,False,165653,0.557,0.615,6,-10.638,1,0.0418,0.5,1.02e-06,0.487,0.82,104.475,Pending
Beat It,Michael Jackson,,spotify:track:3BovdzfaX4jb5KFQwoPfAw,1982,56,False,258400,0.776,0.711,3,-9.03,0,0.0473,0.0242,0.000353,0.234,0.901,138.728,Pending
Uptown Girl,Billy Joel,,spotify:track:3CSpzkoL1XgDBZ1q9aDCUV,2001,65,False,194867,0.696,0.943,4,-2.962,1,0.0431,0.0736,0.0,0.653,0.833,129.003,Pending
Freeway of Love - Single Mix,Aretha Franklin,,spotify:track:0RaY0juzXaCUDZ7SWGn85j,2012,0,False,246693,0.738,0.921,0,-4.908,1,0.124,0.33,2.09e-06,0.066,0.668,125.436,Pending
Eye of the Tiger,Survivor,,spotify:track:0cKuO2BdECtbVQDCGx1dqa,2006,51,False,245640,0.824,0.556,0,-10.711,0,0.033,0.146,0.000394,0.0839,0.566,108.858,Pending
Working for the Weekend,Loverboy,,spotify:track:0sgDEFq9oeC8ueOK0mR5IA,2006,0,False,220707,0.526,0.924,7,-5.591,1,0.0391,0.027,0.000728,0.598,0.793,147.28,Pending
Raspberry Beret,Prince,,spotify:track:4W9zWGHdrDFygC2Mf1Xmru,1985,29,False,215173,0.761,0.67,2,-12.759,1,0.0438,0.21,0.000426,0.0685,0.91,120.752,Pending
Hungry Heart,Bruce Springsteen,,spotify:track:1KsI8NEeAna8ZIdojI3FiT,1980,67,False,199453,0.641,0.894,8,-7.41,1,0.0273,0.0857,0.009,0.157,0.972,109.823,Pending
Beds Are Burning - Remastered,Midnight Oil,,spotify:track:6Nabz5Gsy80XL0MJoOmgF8,1997,61,False,258173,0.754,0.496,0,-8.7,1,0.0351,0.00539,0.000152,0.0871,0.341,119.186,Pending
Voices Carry,'Til Tuesday,,spotify:track:2vyGjYndW7bP9Zn4a3yp85,1981,27,False,259907,0.614,0.628,0,-7.936,1,0.0265,0.00336,2.43e-06,0.0853,0.403,106.637,Pending
Train in Vain (Stand by Me) - Remastered,The Clash,,spotify:track:4Lv7EZcBhop6aituAZU8i5,2013,44,False,189973,0.764,0.717,2,-8.711,1,0.0417,0.0899,0.000519,0.125,0.962,122.758,Pending
You Can Call Me Al,Paul Simon,,spotify:track:6wLr2oR8eqUG5Beleh2Crm,2007,55,False,276360,0.777,0.725,5,-9.012,1,0.047,0.126,0.0108,0.0917,0.851,128.349,Pending
Wake Me Up Before You Go-Go - Remastered,Wham!,,spotify:track:5qFPs70nZD1fQZOi7u7cIZ,2006,50,False,232280,0.607,0.795,0,-5.137,1,0.0496,0.0986,0.0,0.059,0.815,81.298,Pending
Who Can It Be Now?,Men At Work,,spotify:track:29r3fDexnrto7WABfpblNH,1981,56,False,203267,0.807,0.83,4,-4.04,1,0.0367,0.0444,0.000358,0.0842,0.954,128.501,Pending
The Power Of Love,Huey Lewis & The News,,spotify:track:2olVm1lHicpveMAo4AUDRB,2006,72,False,234333,0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92e-05,0.097,0.962,118.773,Pending
I Want Candy,Bow Wow Wow,,spotify:track:6J8IwGX3oHi7x9B57vmMMW,1996,44,False,164533,0.686,0.649,7,-12.935,1,0.0642,0.00623,0.0625,0.0592,0.76,109.984,Pending
Let's Dance - Single Version [Remastered],David Bowie,,spotify:track:5PJBrwKH7SdByGtDCBGJwb,2016,31,False,250040,0.647,0.65,10,-10.465,0,0.0407,0.00764,0.00446,0.129,0.749,114.461,Pending
Manic Monday,The Bangles,,spotify:track:4gnAKtZkXPYjWcTnsagfA9,1990,45,False,184893,0.718,0.743,2,-5.373,1,0.0268,0.434,6.26e-05,0.159,0.856,121.485,Pending
You Got It,Roy Orbison,,spotify:track:0RteYQqW1AOq3JNL0yMWYt,2006,50,False,211227,0.652,0.634,9,-9.914,1,0.0261,0.566,1.08e-06,0.15,0.674,114.681,Pending
Smooth Operator - Single Version,Sade,,spotify:track:3oQ2qU2IFxL1Qp4pXQrYte,1994,0,False,258307,0.729,0.578,9,-6.643,0,0.0323,0.217,0.00178,0.0278,0.961,119.334,Pending
"Get Outta My Dreams, Get Into My Car",Billy Ocean,,spotify:track:7GnfIwQ9AYtyPL3Fa3srah,2017,0,False,284347,0.667,0.915,4,-6.163,1,0.0395,0.0857,6.55e-06,0.331,0.897,117.139,Pending
"Girls, Girls, Girls",Mötley Crüe,,spotify:track:5xLyTbCFONUGUuG0LtUxjn,1987,69,False,270427,0.6,0.931,7,-4.647,1,0.0734,0.0296,7.1e-05,0.392,0.542,140.123,Pending
How Will I Know,Whitney Houston,,spotify:track:6mv30SInldy4Ijy1XZ9GdO,2012,0,False,273413,0.838,0.664,6,-9.176,1,0.0445,0.202,0.000146,0.621,0.929,119.6,Pending
Tainted Love,Soft Cell,,spotify:track:44hOGg1uFg1XJZGZYNwYmM,1986,0,False,162507,0.569,0.402,0,-10.151,1,0.0433,0.438,0.0,0.134,0.696,144.635,Pending
Open Arms,Journey,,spotify:track:1m2INxep6LfNa25OEg5jZl,2001,49,False,198667,0.311,0.257,2,-9.779,1,0.031,0.635,0.0,0.162,0.138,75.336,Pending
Maneater,Daryl Hall & John Oates,,spotify:track:4aKIs5t9TqP59btlCGPrgw,1982,1,False,271893,0.727,0.685,11,-7.159,0,0.0398,0.0351,4.43e-05,0.0973,0.812,88.75,Pending
Nothing's Gonna Stop Us Now,Starship,,spotify:track:2vEQ9zBiwbAVXzS2SOxodY,1987,0,False,270333,0.643,0.801,6,-4.921,1,0.0228,0.0298,0.0,0.0719,0.534,95.988,Pending
Pretty in Pink,The Psychedelic Furs,,spotify:track:1Cl1J4Ai7NkuhLdaDHthTh,2003,42,False,239960,0.376,0.885,2,-7.034,1,0.0775,0.117,0.0104,0.296,0.697,135.619,Pending
Never Too Much,Luther Vandross,,spotify:track:3nFJbZCHP4d9vduKjJLdBL,1981,69,False,230467,0.734,0.586,2,-11.866,1,0.129,0.125,0.0,0.0367,0.762,109.933,Pending
Thriller - Single Version,Michael Jackson,,spotify:track:20efeySIfZoiSaISGLBbNs,2005,53,False,312413,0.777,0.818,11,-5.64,1,0.0462,0.0906,2.98e-05,0.714,0.847,118.405,Pending
"I'm Alright (Theme from ""Caddyshack"")",Kenny Loggins,,spotify:track:2xfdvnGUikUfZZipwVw8nO,2002,40,False,227040,0.558,0.867,7,-6.439,1,0.0449,0.0902,0.0,0.378,0.942,163.213,Pending
Love My Way,The Psychedelic Furs,,spotify:track:5rSekme9Kdoj2XZebQVl4C,2003,45,False,214053,0.64,0.768,0,-7.667,1,0.0355,0.00432,0.000228,0.126,0.531,126.093,Pending
Total Eclipse of the Heart,Bonnie Tyler,,spotify:track:5prTs2HAw2G4idHZyeFp8o,1999,5,False,269787,0.435,0.658,8,-8.179,1,0.0661,0.195,0.0,0.102,0.184,130.276,Pending
Jump,Van Halen,,spotify:track:2PfBSkCKZDXMsJogMT0wML,1984,0,False,239560,0.547,0.822,0,-7.201,1,0.0292,0.0745,0.00943,0.0645,0.774,130.138,Pending
Break My Stride,Matthew Wilder,,spotify:track:2ZqT3GcisHUBsEaqhLGHwU,2001,60,False,180240,0.901,0.654,10,-10.15,1,0.0655,0.2,0.0,0.165,0.781,110.131,Pending
Every Breath You Take,The Police,,spotify:track:2PnNomkEqlg9ADKCVG0Wt0,1995,38,False,253733,0.829,0.434,1,-10.52,1,0.0341,0.447,0.00168,0.0726,0.721,117.399,Pending
Can't Fight This Feeling,REO Speedwagon,,spotify:track:5WwqdeavrQrbeAMDxGawse,1984,72,False,294773,0.408,0.48,9,-11.017,1,0.0266,0.155,1.82e-05,0.0877,0.19,156.344,Pending
Overkill,Men At Work,,spotify:track:0bBVRsBbgnzW8wmdlD7Apq,1981,39,False,227133,0.641,0.816,1,-3.963,0,0.0285,0.087,0.0,0.116,0.553,139.185,Pending
Tell It to My Heart,Taylor Dayne,,spotify:track:6jJCk7oHNwyowOUaF3gXEu,2003,56,False,220227,0.677,0.985,1,-4.678,1,0.0549,0.07,3.62e-05,0.351,0.87,118.092,Pending
Never Gonna Give You Up,Rick Astley,,spotify:track:0FutrWIUM5Mg3434asiwkp,2004,0,False,212400,0.695,0.976,8,-6.982,1,0.0428,0.0262,2.41e-05,0.182,0.937,113.357,Pending
You Got It (The Right Stuff),New Kids On The Block,,spotify:track:2BEL2ySEBDO02FLo3lOIZT,1999,41,False,250747,0.789,0.687,1,-7.441,1,0.0634,0.00637,2.77e-06,0.0571,0.862,111.493,Pending
Red Red Wine,UB40,,spotify:track:4uOKFydzAejjSFqYbv1XPt,2000,72,False,183733,0.857,0.468,1,-8.53,1,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,Pending
Rosanna,TOTO,,spotify:track:0bvqwRVPx0DQCL7hVrDQ1K,2014,36,False,331507,0.432,0.584,7,-10.831,0,0.041,0.0131,0.000508,0.104,0.676,67.142,Pending
Free Fallin',Tom Petty,,spotify:track:4Z0ZWdhqh1RWeIKLl7zC6J,2010,0,False,255680,0.617,0.499,5,-11.574,1,0.0251,0.0703,0.0,0.0632,0.605,84.331,Pending
Think I'm In Love,Eddie Money,,spotify:track:6mJQe0vTIojlxwyMwwy6YR,1983,52,False,188533,0.486,0.83,3,-10.815,1,0.037,0.0104,0.000475,0.0635,0.652,151.869,Pending
I'm On Fire,Bruce Springsteen,,spotify:track:3PzsbWSQdLCKDLxn7YZfkM,1984,73,False,155880,0.62,0.446,1,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591,Pending
Everybody Wants To Rule The World,Tears For Fears,,spotify:track:76798uYU1DhBRVWxSo1bhY,2001,0,False,247533,0.687,0.886,7,-8.219,1,0.0485,0.38,0.00646,0.0702,0.467,112.073,Pending
On the Road Again - Live,Willie Nelson,,spotify:track:51wQovDO0hf05pkZYvu1GI,1975,48,False,152267,0.714,0.715,4,-9.965,1,0.0387,0.345,0.00567,0.927,0.841,111.036,Pending
True Colors,Cyndi Lauper,,spotify:track:2A6yzRGMgSQCUapR2ptm6A,1986,69,False,227600,0.397,0.207,0,-13.155,1,0.0331,0.701,3.07e-05,0.116,0.268,171.282,Pending
(I've Had) The Time of My Life,Bill Medley,Jennifer Warnes,spotify:track:5UqqOfFa9DYXALpCCF8VwB,1987,0,False,289680,0.697,0.665,6,-12.907,0,0.0412,0.0476,0.00665,0.0796,0.485,108.535,Pending
Karma Chameleon,Culture Club,,spotify:track:48O0GrGJWml3DzHhC5sJ7a,1993,63,False,241600,0.676,0.577,10,-12.031,1,0.0365,0.186,0.0,0.148,0.934,91.98,Pending
