name,artist_1,artist_2,uri,year,popularity,explicit,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,words_lyrics
None of Dem (feat. Röyksopp),Robyn,Röyksopp,spotify:track:4iZx6GfIdnTsLTTfnhTYvt,2010,31,False,312819,0.724,0.595,11,-5.325,0,0.14,0.00699,0.00351,0.103,0.364,122.646,Pending
The Next Episode,Dr. Dre,Snoop Dogg,spotify:track:20LxTsa6936zOlzTWqoPVt,1999,0,True,161600,0.92,0.891,3,-2.398,0,0.253,0.0313,0.0,0.083,0.311,95.295,Pending
Best Friend,Young Thug,,spotify:track:33JcUj9qQDayKswunZP9ar,2015,60,True,213000,0.959,0.598,8,-5.534,1,0.0713,0.0358,0.0,0.358,0.408,127.029,Pending
Straumnes,Sigur Rós,,spotify:track:16f0oRsBHo88vgUbVqcteK,2008,30,False,121187,0.172,0.00645,8,-34.486,1,0.0526,0.577,0.807,0.626,0.0391,80.29,Pending
Power of Money (feat. Ink),Yo Gotti,Ink,spotify:track:26z0PyPWLQNDByatk2GRuJ,2016,29,True,224653,0.459,0.576,5,-9.118,0,0.123,0.0123,0.0,0.131,0.233,170.842,Pending
It's a Sin,Pet Shop Boys,,spotify:track:3GNwCZIv4xKUiyoaQfj9Ah,1998,58,False,301293,0.529,0.715,0,-11.419,0,0.0431,0.0925,0.000614,0.168,0.352,127.17,Pending
Vota Ferriomi '17,Beglomeg,,spotify:track:5cL0lEYgNbp3j8vcjnxcM5,2017,5,False,163680,0.192,0.087,0,-14.758,0,0.0366,0.91,0.847,0.132,0.0633,119.256,Pending
Suedehead - 2011 Remaster,Morrissey,,spotify:track:0kA5scXMiaO5Ms2GQ4pRWa,1988,61,False,235520,0.529,0.989,2,-4.5,1,0.042,0.00126,0.00148,0.0567,0.669,142.29,Pending
New Level (feat. Future),A$AP Ferg,Future,spotify:track:25rc1PFgPvtV6GFSloyOI0,2016,55,True,264973,0.734,0.703,1,-1.69,0,0.132,0.0344,0.0,0.162,0.152,121.08,Pending
Iconography,André Bratten,,spotify:track:2CzLgPAU9Dl9hlMiRkUDT9,2015,0,False,303996,0.67,0.595,0,-11.901,1,0.0442,0.0105,0.933,0.0492,0.0342,115.876,Pending
September,Gabrielle,,spotify:track:4N30D7CKs0DM0zwjnhU9mr,2017,0,False,207858,0.596,0.647,8,-8.606,1,0.0847,0.0441,0.0,0.103,0.758,168.047,Pending
III. Life: The Biggest Troll [Andrew Auernheimer],Childish Gambino,,spotify:track:3ODRL8fyJee2TKmq0d8h8c,2013,0,True,342049,0.53,0.621,1,-7.659,1,0.276,0.0207,0.0,0.139,0.461,80.505,Pending
Röyksopp Forever,Röyksopp,,spotify:track:4iVbMHv3CYSF3zVKKoUA18,2009,42,False,299920,0.454,0.782,9,-7.52,0,0.0395,0.00355,0.906,0.334,0.743,78.987,Pending
Berghain 2016,Kudos,,spotify:track:5DO8Ka8ekbBj5QsEnuW2lG,2016,19,False,123315,0.917,0.452,1,-10.597,1,0.134,0.0246,0.00174,0.371,0.415,115.011,Pending
Havanna,Kjartan Lauritzen,,spotify:track:2wlFzHNNwMiz0O0OEB86SY,2015,24,False,205364,0.681,0.69,5,-8.39,1,0.318,0.0846,0.0,0.679,0.347,104.881,Pending
Don't Worry (feat. Ray Dalton) - Maria Helena Remix,Madcon,Ray Dalton,spotify:track:1brmr0NEi33prEtlQWKCQH,2015,18,False,182400,0.678,0.948,7,-3.993,1,0.0439,0.0467,0.00776,0.0887,0.522,124.989,Pending
Don't Worry (feat. Ray Dalton),Madcon,Ray Dalton,spotify:track:2Wf0uMfCpwLO1B2Up3NbXH,2015,51,False,214789,0.811,0.699,7,-5.211,1,0.114,0.0726,1.38e-06,0.148,0.733,122.987,Pending
Into the Woods,Fay Wildhagen,,spotify:track:4tTMqEDEIB0W1tyxHSPzDn,2015,16,False,278280,0.31,0.159,0,-15.462,0,0.0368,0.739,0.0532,0.0664,0.0665,118.919,Pending
We're Back,DMX,Eve,spotify:track:2q60ptQdSnUJM5eKQiPyn6,2003,24,True,265173,0.656,0.956,1,-2.2,1,0.285,0.0309,0.0,0.298,0.473,92.496,Pending
Fuckgirl,Martin Masarov,Nicoline,spotify:track:6cVLbntcafJmNIeLYbW2Lt,2017,0,False,188005,0.628,0.638,11,-5.622,0,0.0686,0.0113,1.81e-05,0.32,0.548,153.919,Pending
Vi er perfekt men verden er ikke det,Cezinando,,spotify:track:6BzqDyJk0UmUfhBW7Npszk,2017,0,False,210989,0.633,0.335,2,-9.521,1,0.0721,0.193,0.00205,0.0854,0.239,91.005,Pending
Pretty Hurts,Beyoncé,,spotify:track:7lUA4P03AhwAw40JHkdyGr,2014,64,False,257653,0.512,0.625,11,-6.764,1,0.0508,0.00308,0.000164,0.346,0.201,129.935,Pending
"Love, Lay Me Blind",The White Birch,,spotify:track:0b8x2TCknNRokE1OlEdHfX,2015,0,False,186077,0.342,0.0359,5,-27.741,1,0.0349,0.846,0.841,0.107,0.0689,110.663,Pending
"Lover, Where Do You Live?",Highasakite,,spotify:track:3GsiU7uxObWo0SV3lxa1x9,2014,0,False,303907,0.337,0.332,0,-9.575,0,0.029,0.663,0.0183,0.101,0.0612,139.951,Pending
Peace Train,Yusuf / Cat Stevens,,spotify:track:730PcccFA4ePtZmzpypwoD,1971,0,False,251333,0.61,0.582,0,-10.422,1,0.044,0.119,3.76e-05,0.12,0.781,82.492,Pending
Gold Digger,Kanye West,Jamie Foxx,spotify:track:1PS1QMdUqOal0ai3Gt7sDQ,2005,76,True,207627,0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034,Pending
Pon de Replay,Rihanna,,spotify:track:4TsmezEQVSZNNPv5RJ65Ov,2005,77,False,246960,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,Pending
Boom Boom Pow,Black Eyed Peas,,spotify:track:5MeZ3VxmtSv1O8PcekvLTn,2011,47,False,251427,0.867,0.857,9,-5.892,1,0.0663,0.13,0.00171,0.13,0.402,130.048,Pending
Milkshake,Kelis,,spotify:track:4LmzPJDil70LpiApWfOI6O,2008,53,False,182813,0.887,0.774,1,-6.108,1,0.0434,0.00933,0.0213,0.159,0.826,113.0,Pending
Smack That,Akon,Eminem,spotify:track:2kQuhkFX7uSVepCD3h29g5,2006,68,True,212360,0.939,0.742,5,-5.171,0,0.0467,0.321,0.0,0.107,0.924,118.978,Pending
Promiscuous,Nelly Furtado,Timbaland,spotify:track:3SwlakM6VX47IwG0Wll5ek,2010,59,False,242373,0.807,0.97,10,-6.056,0,0.0477,0.0536,6.6e-05,0.149,0.876,114.297,Pending
Everytime We Touch,Cascada,,spotify:track:1eOHw1k2AoluG4VyjBHLzX,2006,58,False,196467,0.635,0.974,8,-5.373,1,0.052,0.00474,1.56e-05,0.41,0.495,142.049,Pending
Drop It Like It's Hot,Snoop Dogg,Pharrell Williams,spotify:track:2NBQmPrOEEjA8VbeWOQGxO,2004,65,True,266067,0.888,0.632,1,-3.872,1,0.219,0.19,0.0,0.101,0.662,91.979,Pending
Barbie Girl,Aqua,,spotify:track:2ZCTP54O2dMSbVrdsg60to,2009,0,False,195040,0.764,0.948,1,-4.355,0,0.0402,0.00929,0.0773,0.416,0.911,129.967,Pending
Have You Ever Seen The Rain,Creedence Clearwater Revival,,spotify:track:5XE8c07vbpQBUriwybOHtd,1976,64,False,160000,0.773,0.543,0,-9.97,1,0.0292,0.093,5.63e-06,0.175,0.802,115.997,Pending
Sultans Of Swing,Dire Straits,,spotify:track:6pqawkYEUzzuKve6QNfBaT,1998,0,False,346600,0.73,0.869,5,-7.307,1,0.0294,0.0605,0.0608,0.335,0.903,148.152,Pending
Hold the Line,TOTO,,spotify:track:4aVuWgvD0X63hcOCnZtNFA,1978,75,False,235547,0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556,Pending
Spirit in the Sky,Norman Greenbaum,,spotify:track:0Y2SrByf4G3kbq2nBEHQRn,1979,11,False,239600,0.601,0.643,2,-5.828,1,0.0314,0.112,0.00209,0.088,0.552,128.262,Pending
Superstition - Single Version,Stevie Wonder,,spotify:track:300RfAPZ57B0y6YYj9n6DN,2007,0,False,244827,0.642,0.735,8,-8.866,1,0.0806,0.0172,0.000733,0.0391,0.864,99.682,Pending
Rocket Man (I Think It's Going To Be A Long Long Time),Elton John,,spotify:track:02BDRKIiRLkXrlNPLlpH6K,2007,0,False,282013,0.6,0.507,10,-9.98,1,0.0289,0.431,4.98e-06,0.0924,0.333,136.611,Pending
My Sweet Lord,George Harrison,,spotify:track:1chu8wc9zbNqTQ2ahROys1,1970,0,False,281227,0.537,0.685,1,-8.935,0,0.0333,0.0705,0.0,0.0839,0.542,120.965,Pending
Don't Stop Me Now - Remastered 2011,Queen,,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,1978,80,False,209413,0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,Pending
The Logical Song - Remastered 2010,Supertramp,,spotify:track:3T6R0ppqCnUW6iJhtUYhO3,1979,0,False,251253,0.625,0.758,5,-6.213,0,0.0463,0.512,0.00022,0.153,0.695,119.719,Pending
Don't Go Breaking My Heart,Elton John,Kiki Dee,spotify:track:5nPdMALTEd7HOjn16oNf2X,1975,0,False,275440,0.729,0.844,5,-8.824,1,0.0344,0.149,2.87e-06,0.0604,0.777,131.459,Pending
Rich Girl,Daryl Hall & John Oates,,spotify:track:5E3P9e1hvjyIOlFyqNB5eD,2005,66,False,144333,0.598,0.643,5,-6.303,1,0.134,0.5,0.0,0.0435,0.823,167.971,Pending
"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,,spotify:track:7ePFDzrnLt3Ynqgy2UFWri,2003,63,False,201093,0.727,0.588,1,-9.568,1,0.0253,0.058,5.46e-06,0.0414,0.964,104.413,Pending
Piano Man,Billy Joel,,spotify:track:3FCto7hnn1shUyZL42YgfO,2001,66,False,336093,0.334,0.472,0,-8.792,1,0.0277,0.6,3.77e-06,0.317,0.431,179.167,Pending
Roxanne - Remastered 2003,The Police,,spotify:track:3FmAUR4SPWa3P1KyDf21Fu,1978,2,False,191500,0.618,0.748,0,-8.905,1,0.361,0.0384,4.1e-06,0.0477,0.662,134.001,Pending
Bennie And The Jets - Remastered 2014,Elton John,,spotify:track:3iJxloILmOu2NIRZ0OGyui,1973,0,False,322549,0.666,0.668,0,-7.961,1,0.0523,0.251,5.77e-06,0.499,0.765,132.666,Pending
We Are The Champions - Remastered 2011,Queen,,spotify:track:1lCRw5FEZ1gPDNPzy1K4zW,1977,73,False,179200,0.268,0.459,10,-6.94,1,0.0346,0.378,0.0,0.118,0.175,64.177,Pending
A Horse with No Name,America,George Martin,spotify:track:54eZmuggBFJbV7k248bTTt,1972,75,False,252240,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,Pending
Video Killed The Radio Star - Single Version,The Buggles,,spotify:track:6iwOCZFBlw3Xjj0fuO3sI6,2009,0,False,197907,0.742,0.788,1,-10.803,1,0.0669,0.0862,0.00768,0.292,0.514,130.849,Pending
Boogie Wonderland,"Earth, Wind & Fire",The Emotions,spotify:track:6ztstiyZL6FXzh4aG46ZPD,1979,73,False,288293,0.802,0.756,2,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,Pending
I Was Made For Lovin' You,KISS,,spotify:track:3vmjnUm9K6kXyzIxJHU9xG,2008,0,False,270013,0.775,0.825,4,-6.337,1,0.0396,0.0961,4.86e-05,0.0776,0.881,128.362,Pending
Miss You - Remastered,The Rolling Stones,,spotify:track:5pTWpY8l7B1XcQnijEFGFj,1978,50,False,288667,0.795,0.71,9,-4.746,0,0.0392,0.443,0.0215,0.344,0.845,109.689,Pending
Wild World,Yusuf / Cat Stevens,,spotify:track:269OfNY9Je1QWaDnu31KKp,1970,0,False,200173,0.484,0.508,0,-9.308,1,0.0364,0.376,0.000791,0.0961,0.554,151.867,Pending
You're so Vain,Carly Simon,,spotify:track:2DnJjbjNTV9Nd5NOa1KGba,1972,73,False,258411,0.659,0.678,0,-8.18,1,0.0313,0.157,6.69e-06,0.0784,0.647,106.186,Pending
"Here Comes The Sun - Live In Japan, 1991 / 2004 Mix",George Harrison,,spotify:track:4gdhsYfXJoVQsWpbmh32Da,1992,50,False,211320,0.611,0.566,9,-11.715,1,0.0295,0.425,0.000954,0.878,0.639,125.24,Pending
Maggie May,Rod Stewart,,spotify:track:2LpirOWiA4eslLRuPpQT7V,1971,0,False,350267,0.605,0.574,2,-10.536,1,0.0377,0.559,0.113,0.0684,0.543,129.449,Pending
My Sharona,The Knack,,spotify:track:6Si2MnpY1J6ucO6TTzflIG,2008,0,False,293840,0.58,0.732,0,-8.585,1,0.0358,0.0393,0.00116,0.0821,0.883,147.194,Pending
Lean on Me,Bill Withers,,spotify:track:3M8FzayQWtkvOhqMn2V4T2,1972,70,False,258835,0.619,0.22,0,-13.843,1,0.0667,0.782,1.19e-05,0.124,0.423,75.16,Pending
Give A Little Bit,Supertramp,,spotify:track:1XDgeeNIbwXobo7EkcLa2u,1977,0,False,248173,0.533,0.822,2,-5.419,1,0.0474,0.0637,0.00795,0.259,0.463,91.353,Pending
Easy,Commodores,,spotify:track:0wtHjEAzLYYyGuk2WtpGwS,1995,58,False,260893,0.576,0.432,10,-13.642,0,0.0314,0.233,0.00135,0.0743,0.348,132.144,Pending
Is This Love,Bob Marley & The Wailers,,spotify:track:5QTEEImISE4USGEwqAci8O,1984,0,False,230733,0.775,0.559,6,-8.377,0,0.088,0.108,0.0,0.0945,0.804,122.229,Pending
Blinded By The Light (Single edit),Manfred Mann's Earth Band,,spotify:track:6jkNs6ZRiLjIk87MWmSGWu,1976,0,False,229000,0.594,0.561,5,-11.666,1,0.0603,0.524,0.00222,0.0724,0.617,140.286,Pending
Carry On Wayward Son - Single Version,Kansas,,spotify:track:4MC8Oom2D2a7ZPQDpuVIYK,2010,40,False,205027,0.403,0.648,9,-8.1,0,0.0325,0.000553,6.88e-05,0.421,0.904,126.682,Pending
Black Magic Woman,Santana,,spotify:track:4nmne9J3YCEdhvjTzwiAgu,2007,60,False,195867,0.497,0.552,9,-7.102,0,0.0307,0.679,0.0314,0.089,0.633,124.359,Pending
Fame - 1998 Remaster,David Bowie,,spotify:track:4G8U2krKd6FHVh10bAkOVO,2005,35,True,256707,0.857,0.409,10,-12.296,1,0.0959,0.327,0.0441,0.0681,0.658,95.65,Pending
Hot Stuff,Donna Summer,,spotify:track:594FzPlCmqygQMoZAkGegM,1979,0,False,314760,0.823,0.743,0,-13.98,1,0.0316,0.00559,0.0306,0.0707,0.966,120.471,Pending
Band On The Run - Remastered 2010,Paul McCartney,Wings,spotify:track:40b31eggZB30hoqXhGm4qc,1973,0,False,313027,0.479,0.601,7,-8.806,1,0.0318,0.0832,0.00142,0.11,0.669,124.966,Pending
Life on Mars? - 2015 Remaster,David Bowie,,spotify:track:3ZE3wv8V3w2T2f7nOCjV0N,1971,70,False,235987,0.442,0.384,10,-14.635,1,0.0414,0.639,7.7e-05,0.0539,0.216,123.281,Pending
Ziggy Stardust - 2012 Remaster,David Bowie,,spotify:track:5IyL3XOaRPpTgxVjRIAxXU,1972,63,False,193880,0.515,0.554,7,-11.616,1,0.0784,0.0478,0.0,0.219,0.509,80.146,Pending
Sunny,Boney M.,,spotify:track:3pf96IFggfQuT6Gafqx2rt,1976,68,False,242240,0.647,0.868,0,-6.427,0,0.105,0.0876,0.124,0.129,0.803,121.822,Pending
Heroes - Single Version; 2014 Remaster,David Bowie,,spotify:track:2KVBpW6RR1rGIpr4jDRotF,2016,41,False,213813,0.502,0.681,7,-8.263,1,0.0276,0.016,0.107,0.102,0.584,112.16,Pending
Me and Julio Down by the Schoolyard,Paul Simon,,spotify:track:6vxHp3CDNo0afgKGp2yi1E,1972,70,False,164813,0.626,0.816,9,-10.593,1,0.13,0.237,1.8e-06,0.104,0.798,105.33,Pending
Young Americans - 2016 Remaster,David Bowie,,spotify:track:7uPmQttafLiJyju14JREY4,1975,58,False,313707,0.614,0.763,4,-8.949,0,0.133,0.171,0.0,0.119,0.885,84.236,Pending
Don't Stop,Fleetwood Mac,,spotify:track:4SXU3lUZ1eb4JWWbkQw43Y,1977,0,False,192133,0.686,0.632,9,-11.433,1,0.0353,0.0398,2.2e-06,0.0686,0.88,118.965,Pending
Turn to Stone,Electric Light Orchestra,,spotify:track:2rbsEUWhJoC1fwTFihoOWI,1977,0,False,229093,0.548,0.72,1,-9.777,0,0.0409,0.0686,0.000232,0.107,0.458,140.966,Pending
Stumblin' In,Suzi Quatro,Chris Norman,spotify:track:2NKZe36oAGEpBx26OoBFLj,1999,57,False,239240,0.758,0.634,7,-13.338,1,0.0324,0.127,0.000431,0.337,0.905,129.29,Pending
"You're The First, The Last, My Everything",Barry White,,spotify:track:2shH36IytTvWBMMQi1KhNL,1988,0,False,206936,0.633,0.542,5,-12.318,1,0.0316,0.000679,0.00434,0.0754,0.879,130.314,Pending
Fox on the Run - Single Version,Sweet,,spotify:track:23QyZNbiKujRQjE4omMvRi,2015,44,False,201093,0.488,0.753,9,-6.971,1,0.0369,0.00638,0.0,0.0677,0.698,127.522,Pending
Stumblin' In,Chris Norman,Suzi Quatro,spotify:track:1p05oPK949iMluRXGakmER,1975,43,False,237267,0.757,0.61,7,-12.596,1,0.0405,0.0135,2.35e-05,0.351,0.867,129.285,Pending
Rock Your Baby,George McCrae,,spotify:track:2G1xwtKKjk0NYxUQb4wSVg,2008,0,False,200053,0.594,0.906,1,-5.536,1,0.0594,0.169,0.00122,0.0778,0.892,104.411,Pending
Couldn't Get It Right,Climax Blues Band,,spotify:track:7CtXiYlGkd69Z1hxD38Rt6,1992,29,False,191893,0.739,0.6,9,-14.411,1,0.0362,0.141,0.172,0.0543,0.87,102.697,Pending
Living Next Door to Alice,Smokie,,spotify:track:4a8ZMNLB75047bY2I7oABt,1975,53,False,207693,0.591,0.396,9,-14.753,1,0.0371,0.107,0.0,0.248,0.781,126.091,Pending
Sexy Eyes - Single Version,Dr. Hook,,spotify:track:6uxGAruWvj6O2hVBBTNITa,2009,51,False,177427,0.734,0.735,9,-10.13,0,0.0524,0.373,0.0,0.227,0.883,103.862,Pending
Don't Stop 'Til You Get Enough - 2003 Edit,Michael Jackson,,spotify:track:1HRtVWNhS9tEvDQyOKD9Fs,2003,53,False,236440,0.872,0.946,4,-3.105,1,0.0656,0.0502,0.0161,0.298,0.943,119.01,Pending
Me and Julio Down by the Schoolyard,Paul Simon,,spotify:track:0bRoTfGPvOSEsI9iOEgrSR,2007,40,False,164160,0.613,0.812,9,-10.562,1,0.136,0.207,1.65e-06,0.114,0.797,104.88,Pending
I Feel the Earth Move,Carole King,,spotify:track:1BWsOxeMx83OrKGCV4gxly,1971,64,False,178560,0.711,0.576,7,-8.784,0,0.0305,0.648,0.00226,0.0528,0.644,120.117,Pending
Love Train,The O'Jays,,spotify:track:7IWRBwbiWJ14YZcDHHmjf8,1972,0,False,178360,0.738,0.561,0,-9.643,1,0.0475,0.076,4.24e-05,0.141,0.721,122.679,Pending
Mr. Blue Sky,Electric Light Orchestra,,spotify:track:2RlgNHKcydI9sayD2Df2xp,1977,79,False,303373,0.388,0.338,10,-10.054,1,0.0328,0.652,3.72e-06,0.248,0.477,177.784,Pending
Your Smiling Face,James Taylor,,spotify:track:0z1MCtPlHy0x1g0XojaduR,2013,49,False,164920,0.682,0.509,1,-11.887,1,0.0784,0.146,5.02e-06,0.0886,0.605,88.934,Pending
Hooked on a Feeling,Blue Swede,Björn Skifs,spotify:track:6Ac4NVYYl2U73QiTt11ZKd,1973,73,False,172867,0.547,0.82,8,-6.728,1,0.0805,0.261,0.0,0.3,0.933,118.208,Pending
Baby Driver,Simon & Garfunkel,,spotify:track:5Bh8l8evdBSIoaK6EP1bWI,1970,54,False,195760,0.445,0.68,8,-11.338,1,0.0528,0.378,0.000209,0.102,0.75,163.664,Pending
O-o-h Child,The Five Stairsteps,,spotify:track:74JdR9aXE6I74oS1BVRsvb,2001,62,False,197160,0.488,0.754,5,-7.95,0,0.0381,0.00154,2.42e-05,0.678,0.664,88.369,Pending
Only the Good Die Young,Billy Joel,,spotify:track:4gehZ6WYqLOXZpmMEq3Em9,2001,48,False,233333,0.519,0.875,0,-6.488,1,0.132,0.223,0.0,0.0915,0.766,152.092,Pending
Play That Funky Music - Single Version,Wild Cherry,,spotify:track:1Zg71dOvDOf63sXwYEnGol,2010,51,False,191080,0.79,0.73,9,-9.904,1,0.0802,0.0729,0.0,0.0619,0.899,109.254,Pending
Free Ride,The Edgar Winter Group,,spotify:track:4DhbiXEuV7JxSR0wuqetTa,1972,57,False,187173,0.674,0.686,2,-11.927,1,0.0597,0.29,0.00322,0.189,0.814,124.204,Pending
Surrender,Cheap Trick,,spotify:track:2ccUQnjjNWT0rsNnsBpsCA,1978,67,False,253733,0.524,0.955,0,-7.081,1,0.0411,0.00717,8.77e-06,0.659,0.869,133.849,Pending
I Can See Clearly Now,Johnny Nash,,spotify:track:0oCT5rVvMdPPUm0bxG7yzT,1972,57,False,162653,0.683,0.53,2,-8.542,1,0.0601,0.41,7.43e-05,0.06,0.579,124.392,Pending
Easy,Commodores,,spotify:track:1JQ6Xm1JrvHfvAqhl5pwaA,1977,74,False,256427,0.589,0.384,10,-15.075,0,0.0332,0.112,2.8e-05,0.0596,0.354,132.909,Pending
Lights,Journey,,spotify:track:3R47BVunpwXhQbLWrClD94,2001,44,False,190667,0.188,0.61,7,-7.665,1,0.0453,0.0985,0.00141,0.278,0.411,205.586,Pending
Sara Smile,Daryl Hall & John Oates,,spotify:track:1qjrYozGqc7upUgfN776lZ,1975,65,False,185293,0.592,0.397,2,-10.81,0,0.0676,0.354,0.000894,0.119,0.205,150.038,Pending
Rock with You - Single Version,Michael Jackson,,spotify:track:36eWbpGbM3DxpErvZImHgD,2005,48,False,203067,0.8,0.699,1,-7.181,1,0.0391,0.0586,0.000161,0.138,0.842,114.526,Pending
Two Tickets to Paradise,Eddie Money,,spotify:track:22CIOfLZB9z8He7WgHYAgH,1977,63,False,237093,0.623,0.68,2,-13.255,1,0.0282,0.0056,0.000425,0.148,0.737,129.713,Pending
Lido Shuffle,Boz Scaggs,,spotify:track:2NtqZmfRIDkXJ2YvY2Kv1F,1976,61,False,221613,0.593,0.783,10,-4.716,1,0.0358,0.0165,7.26e-05,0.167,0.646,141.345,Pending
Best of My Love,The Emotions,,spotify:track:2M2WJ7gBlcKNxdhyfPp9zY,1977,66,False,220560,0.784,0.713,0,-6.865,1,0.0339,0.447,0.14,0.0904,0.97,115.443,Pending
Shining Star,"Earth, Wind & Fire",,spotify:track:26VrotMHCu4m9I1rbHB1GN,1998,1,False,170107,0.678,0.787,9,-9.045,1,0.0582,0.453,0.00271,0.199,0.808,102.513,Pending
Rock the Boat,Hues Corporation,,spotify:track:0s45sL9DLOcro6VbmagQKl,2010,44,False,186707,0.606,0.71,3,-8.441,1,0.0739,0.328,0.0,0.115,0.795,106.918,Pending
Dancing Queen,ABBA,,spotify:track:2ATDkfqprlNNe9mYWodgdc,2008,60,False,231093,0.512,0.93,9,-4.344,1,0.0508,0.168,0.00119,0.561,0.677,100.542,Pending
Heroes - Single Version [Remastered],David Bowie,,spotify:track:3EM42kT3ARiZJhXJPoFaZe,2016,40,False,213813,0.502,0.681,7,-8.263,1,0.0276,0.016,0.107,0.102,0.584,112.16,Pending
Wham Bam Shang-A-Lang,Silver,,spotify:track:3qrEG6rQ9Qm72MNWeUKKiU,1976,64,False,212840,0.65,0.759,1,-4.932,1,0.0355,0.353,0.0,0.155,0.943,121.454,Pending
Burning Love,Elvis Presley,,spotify:track:0HxW0WWidM937oF7IpWERb,2007,44,False,176413,0.646,0.935,11,-6.356,0,0.0356,0.107,0.000187,0.31,0.972,143.016,Pending
Kodachrome,Paul Simon,,spotify:track:0UlwTmT01jdFp3BaofARtU,2007,47,False,213960,0.593,0.693,1,-10.264,0,0.0271,0.0245,9.54e-06,0.0433,0.917,135.747,Pending
Lake Shore Drive,Aliotta Haynes Jeremiah,,spotify:track:46MX86XQqYCZRvwPpeq4Gi,1972,64,False,235173,0.434,0.885,4,-7.367,1,0.0396,0.204,0.0,0.0811,0.843,93.999,Pending
All the Young Dudes,Mott The Hoople,,spotify:track:0WNGPpmWqzPnk0psUhJ3SX,1972,61,False,211067,0.429,0.668,4,-7.539,0,0.044,0.208,0.0,0.538,0.398,77.737,Pending
Walk This Way,Aerosmith,,spotify:track:2UkAjD17Sc1bH39sKCTCJN,2011,1,False,219733,0.64,0.865,5,-6.049,1,0.0601,0.00449,2.7e-05,0.0647,0.858,108.876,Pending
Come and Get Your Love,Redbone,,spotify:track:5519RhpzObr9Mn3iqoeodJ,2003,55,False,300200,0.674,0.785,11,-6.126,0,0.0535,0.127,7.9e-05,0.0764,0.853,105.543,Pending
Family Affair - Single Version,Sly & The Family Stone,,spotify:track:4giMtHtyzzIu1jcCANNSRp,2002,50,False,185400,0.82,0.57,7,-14.226,0,0.135,0.665,0.011,0.154,0.787,108.41,Pending
Superstition,Stevie Wonder,,spotify:track:4dwrL3Z5U2RZ6MZiKE2PgL,2007,0,False,244827,0.648,0.751,8,-8.582,1,0.0806,0.0182,0.000401,0.0418,0.863,100.437,Pending
Midnight Train to Georgia - Short Version,Gladys Knight & The Pips,,spotify:track:2y9lqa7QhwJ7KhHUUdkTUF,1973,44,False,198827,0.434,0.421,10,-10.088,0,0.0796,0.0659,2.19e-06,0.189,0.387,177.46,Pending
Hold the Line,TOTO,,spotify:track:17arUdDWEinOOVrrVUkEM7,2014,65,False,236107,0.482,0.835,6,-7.68,0,0.0539,0.0191,0.0143,0.162,0.776,96.444,Pending
Dust in the Wind,Kansas,,spotify:track:3t053amu1HWMttucJ5b3Qf,2010,41,False,205907,0.485,0.314,9,-10.66,0,0.0286,0.43,0.000346,0.099,0.441,93.718,Pending
Lovely Day,Bill Withers,,spotify:track:1QQRBPMzXbL4z26mnIvgZD,2013,51,False,254893,0.692,0.594,9,-9.862,1,0.0319,0.301,0.00453,0.0997,0.733,97.921,Pending
"Take Me Home, Country Roads",John Denver,,spotify:track:5LV3AJZ7KOKCpoou8kny79,2007,0,False,190040,0.456,0.383,9,-9.516,1,0.0263,0.715,0.0,0.127,0.67,82.026,Pending
Cecilia,Simon & Garfunkel,,spotify:track:6QhXQOpyYvbpdbyjgAqKdY,1970,72,False,174827,0.755,0.876,0,-8.867,1,0.0362,0.357,5.17e-06,0.22,0.954,102.762,Pending
It's Too Late,Carole King,,spotify:track:4etJ8NpS7YJ6vViV2UEJit,2010,45,False,233187,0.699,0.446,9,-12.719,0,0.0284,0.496,0.0054,0.177,0.788,104.243,Pending
I Will Survive - Single Version,Gloria Gaynor,,spotify:track:7cv28LXcjAC3GsXbUvXKbX,2000,70,False,198066,0.777,0.725,0,-8.681,1,0.05,0.0131,0.00805,0.246,0.529,116.669,Pending
Evil Woman,Electric Light Orchestra,,spotify:track:05zCw24BdvZKGeC5NXowVe,2011,51,False,252373,0.697,0.656,9,-7.062,0,0.0283,0.43,4.66e-05,0.221,0.881,119.632,Pending
Baby Hold On,Eddie Money,,spotify:track:5ZYvcJ04ccUw2Matbnmu0U,1977,56,False,210827,0.642,0.641,2,-12.444,1,0.049,0.154,1.23e-06,0.0475,0.85,120.316,Pending
Burnin' for You,Blue Öyster Cult,,spotify:track:3fkPMWQ6cBNBLuFcPyMS8s,1981,65,False,271000,0.532,0.728,9,-9.079,0,0.0352,0.106,0.0108,0.0849,0.69,134.303,Pending
